,rk,g,date,unnamed: 3_level_1,opp,w/l,tm,opp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,unnamed: 24_level_1,opp_fg,opp_fga,opp_fg%,opp_3p,opp_3pa,opp_3p%,opp_ft,opp_fta,opp_ft%,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,season,team
87,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2021,POR
88,81,81,2019-04-09,@,LAL,W,104,101,37,90,.411,11,37,.297,19,22,.864,11,45,18,8,10,12,14,,40,94,.426,10,29,.345,11,17,.647,17,51,29,6,6,17,19,2021,POR
89,82,82,2019-04-10,,SAC,W,136,131,53,91,.582,14,24,.583,16,22,.727,14,44,19,5,2,12,17,,50,96,.521,18,43,.419,13,16,.813,12,35,25,5,1,10,17,2021,POR
0,1,1,2018-10-16,@,GSW,L,100,108,33,91,.363,10,37,.270,24,37,.649,16,45,21,12,6,14,21,,42,95,.442,7,26,.269,17,18,.944,17,58,28,7,7,21,29,2021,OKC
1,2,2,2018-10-19,@,LAC,L,92,108,34,95,.358,7,33,.212,17,23,.739,15,52,18,5,4,12,29,,35,81,.432,11,26,.423,27,36,.750,10,48,21,3,3,14,24,2021,OKC
2,3,3,2018-10-21,,SAC,L,120,131,46,104,.442,9,39,.231,19,30,.633,18,51,23,11,9,18,29,,50,91,.549,10,22,.455,21,28,.750,12,46,28,11,7,17,26,2021,OKC
3,4,4,2018-10-25,,BOS,L,95,101,37,94,.394,7,28,.250,14,25,.560,16,57,19,5,6,16,27,,33,86,.384,11,32,.344,24,33,.727,10,45,19,7,1,11,27,2021,OKC
4,5,5,2018-10-28,,PHO,W,117,110,43,85,.506,7,24,.292,24,35,.686,9,43,22,16,3,15,24,,38,86,.442,8,27,.296,26,27,.963,10,44,21,10,3,22,32,2021,OKC
5,6,6,2018-10-30,,LAC,W,128,110,48,94,.511,9,17,.529,23,32,.719,9,41,19,16,6,15,35,,35,74,.473,7,20,.350,33,43,.767,6,38,18,6,7,24,26,2021,OKC
6,7,7,2018-11-01,@,CHO,W,111,107,41,96,.427,8,37,.216,21,29,.724,14,49,20,12,9,10,21,,38,93,.409,11,41,.268,20,22,.909,11,51,26,7,3,17,26,2021,OKC
7,8,8,2018-11-02,@,WAS,W,134,111,49,86,.570,15,32,.469,21,26,.808,7,38,34,13,5,13,20,,44,86,.512,9,30,.300,14,18,.778,6,30,27,6,4,18,21,2021,OKC
8,9,9,2018-11-05,,NOP,W,122,116,45,93,.484,10,27,.370,22,31,.710,9,41,26,15,3,12,23,,41,84,.488,9,29,.310,25,30,.833,11,45,27,8,5,20,26,2021,OKC
9,10,10,2018-11-07,@,CLE,W,95,86,35,84,.417,7,27,.259,18,26,.692,7,44,10,13,9,12,23,,33,89,.371,9,31,.290,11,13,.846,12,51,17,3,4,19,26,2021,OKC
10,11,11,2018-11-08,,HOU,W,98,80,36,81,.444,9,37,.243,17,24,.708,13,52,18,10,4,14,16,,31,82,.378,11,42,.262,7,10,.700,12,39,16,9,3,16,26,2021,OKC
11,12,12,2018-11-10,@,DAL,L,96,111,38,97,.392,9,34,.265,11,18,.611,26,53,17,9,2,16,19,,43,77,.558,14,29,.483,11,17,.647,4,38,31,9,5,16,23,2021,OKC
12,13,13,2018-11-12,,PHO,W,118,101,43,92,.467,13,27,.481,19,20,.950,12,42,23,12,6,13,15,,39,81,.481,7,26,.269,16,19,.842,10,37,25,5,5,18,21,2021,OKC
13,14,14,2018-11-14,,NYK,W,128,103,51,95,.537,16,33,.485,10,12,.833,13,47,32,11,7,16,21,,39,88,.443,7,26,.269,18,23,.783,9,36,18,8,8,18,17,2021,OKC
14,15,15,2018-11-17,@,PHO,W,110,100,38,85,.447,7,24,.292,27,32,.844,14,52,17,9,7,18,20,,37,82,.451,12,29,.414,14,21,.667,4,31,25,14,6,14,28,2021,OKC
15,16,16,2018-11-19,@,SAC,L,113,117,45,108,.417,12,41,.293,11,16,.688,13,53,22,8,3,13,22,,45,102,.441,16,38,.421,11,17,.647,14,59,29,7,4,15,18,2021,OKC
16,17,17,2018-11-21,@,GSW,W,123,95,51,106,.481,13,35,.371,8,15,.533,18,61,29,10,5,10,23,,36,83,.434,7,29,.241,16,24,.667,7,42,24,7,10,17,18,2021,OKC
17,18,18,2018-11-23,,CHO,W,109,104,41,93,.441,11,33,.333,16,24,.667,11,46,24,6,2,14,18,,43,94,.457,6,31,.194,12,14,.857,11,46,24,8,5,13,21,2021,OKC
18,19,19,2018-11-24,,DEN,L,98,105,37,103,.359,9,39,.231,15,23,.652,19,54,22,9,5,10,24,,39,95,.411,10,30,.333,17,24,.708,15,54,26,6,9,14,20,2021,OKC
19,20,20,2018-11-28,,CLE,W,100,83,41,86,.477,6,27,.222,12,15,.800,8,50,25,5,11,13,18,,35,89,.393,9,23,.391,4,9,.444,7,43,20,4,1,12,19,2021,OKC
20,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2021,OKC
21,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2021,OKC
22,21,21,2018-11-30,,ATL,W,124,109,46,88,.523,18,41,.439,14,15,.933,7,46,30,12,7,20,24,,43,96,.448,11,36,.306,12,20,.600,14,42,26,15,3,21,12,2021,OKC
23,22,22,2018-12-03,@,DET,W,110,83,43,85,.506,7,25,.280,17,20,.850,6,52,23,10,8,17,24,,31,94,.330,6,32,.188,15,19,.789,9,41,16,10,3,15,18,2021,OKC
24,23,23,2018-12-05,@,BRK,W,114,112,43,99,.434,13,38,.342,15,26,.577,17,60,28,8,6,13,23,,37,86,.430,15,36,.417,23,30,.767,10,45,21,7,4,14,24,2021,OKC
25,24,24,2018-12-07,@,CHI,L,112,114,43,94,.457,10,28,.357,16,24,.667,14,51,25,12,6,22,22,,43,82,.524,12,25,.480,16,23,.696,5,39,25,15,6,20,26,2021,OKC
26,25,25,2018-12-10,,UTA,W,122,113,43,85,.506,8,21,.381,28,39,.718,12,43,25,12,2,17,26,,43,84,.512,8,29,.276,19,30,.633,11,45,30,11,4,20,28,2021,OKC
27,26,26,2018-12-12,@,NOP,L,114,118,42,87,.483,13,43,.302,17,27,.630,9,39,23,10,6,18,27,,45,97,.464,4,18,.222,24,30,.800,17,56,29,14,3,17,27,2021,OKC
28,27,27,2018-12-14,@,DEN,L,98,109,37,90,.411,7,19,.368,17,29,.586,19,43,14,9,4,13,17,,42,83,.506,11,34,.324,14,15,.933,12,48,29,8,6,20,24,2021,OKC
29,28,28,2018-12-15,,LAC,W,110,104,42,90,.467,9,22,.409,17,24,.708,9,40,26,13,7,11,20,,38,75,.507,13,25,.520,15,22,.682,6,44,18,7,4,26,22,2021,OKC
30,29,29,2018-12-17,,CHI,W,121,96,43,89,.483,8,21,.381,27,33,.818,17,49,24,14,2,19,21,,38,85,.447,8,22,.364,12,16,.750,13,41,20,10,7,23,31,2021,OKC
31,30,30,2018-12-19,@,SAC,W,132,113,51,102,.500,13,32,.406,17,27,.630,18,66,27,8,6,17,24,,39,93,.419,13,34,.382,22,33,.667,10,43,28,7,5,13,18,2021,OKC
32,31,31,2018-12-22,@,UTA,W,107,106,42,89,.472,9,25,.360,14,22,.636,8,51,19,11,5,17,21,,42,93,.452,11,34,.324,11,18,.611,10,44,35,12,4,13,19,2021,OKC
33,32,32,2018-12-23,,MIN,L,112,114,43,90,.478,9,25,.360,17,22,.773,9,45,17,4,10,13,27,,41,83,.494,14,27,.519,18,27,.667,6,40,25,9,5,15,23,2021,OKC
34,33,33,2018-12-25,@,HOU,L,109,113,43,98,.439,9,30,.300,14,21,.667,18,52,23,12,11,15,22,,44,97,.454,14,44,.318,11,17,.647,17,54,18,9,4,19,25,2021,OKC
35,34,34,2018-12-28,@,PHO,W,118,102,51,95,.537,7,20,.350,9,13,.692,11,49,22,12,4,16,13,,39,90,.433,9,29,.310,15,16,.938,7,34,22,12,7,17,18,2021,OKC
36,35,35,2018-12-30,@,DAL,L,103,105,40,93,.430,9,38,.237,14,21,.667,7,39,17,15,2,11,23,,37,81,.457,14,39,.359,17,22,.773,9,49,21,8,3,23,19,2021,OKC
37,36,36,2018-12-31,,DAL,W,122,102,46,103,.447,6,24,.250,24,35,.686,11,46,22,13,3,10,30,,31,74,.419,14,38,.368,26,34,.765,5,49,21,7,3,26,29,2021,OKC
38,37,37,2019-01-02,@,LAL,W,107,100,40,105,.381,7,31,.226,20,31,.645,17,64,22,8,5,11,24,,37,89,.416,7,27,.259,19,32,.594,8,54,24,8,9,17,26,2021,OKC
39,38,38,2019-01-04,@,POR,W,111,109,40,94,.426,8,25,.320,23,26,.885,11,49,18,9,6,10,21,,41,95,.432,9,31,.290,18,21,.857,11,50,30,6,5,12,17,2021,OKC
40,39,39,2019-01-06,,WAS,L,98,116,38,88,.432,10,25,.400,12,19,.632,7,41,22,8,3,14,17,,44,101,.436,10,37,.270,18,22,.818,16,55,25,8,8,9,16,2021,OKC
41,40,40,2019-01-08,,MIN,L,117,119,43,85,.506,12,30,.400,19,26,.731,10,43,22,4,5,16,30,,38,90,.422,11,31,.355,32,40,.800,15,42,25,9,4,10,23,2021,OKC
42,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2021,OKC
43,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2021,OKC
44,41,41,2019-01-10,@,SAS,L,147,154,58,114,.509,15,35,.429,16,24,.667,14,49,33,8,5,13,24,,56,99,.566,16,19,.842,26,29,.897,5,43,38,8,10,17,25,2021,OKC
45,42,42,2019-01-12,,SAS,W,122,112,43,93,.462,11,23,.478,25,29,.862,7,47,27,10,5,7,16,,44,96,.458,10,31,.323,14,20,.700,13,52,21,5,7,14,18,2021,OKC
46,43,43,2019-01-15,@,ATL,L,126,142,43,94,.457,9,32,.281,31,41,.756,15,40,22,16,3,12,18,,56,90,.622,18,37,.486,12,16,.750,10,44,36,8,4,18,28,2021,OKC
47,44,44,2019-01-17,,LAL,L,128,138,41,104,.394,22,54,.407,24,36,.667,15,44,31,10,4,15,22,,50,99,.505,19,40,.475,19,21,.905,14,63,37,11,5,23,24,2021,OKC
48,45,45,2019-01-19,@,PHI,W,117,115,41,93,.441,12,31,.387,23,26,.885,11,45,20,10,6,10,24,,38,81,.469,11,32,.344,28,39,.718,12,47,28,6,7,17,20,2021,OKC
49,46,46,2019-01-21,@,NYK,W,127,109,45,83,.542,15,29,.517,22,27,.815,10,49,26,7,2,18,31,,39,87,.448,7,23,.304,24,32,.750,11,36,25,8,3,12,23,2021,OKC
50,47,47,2019-01-22,,POR,W,123,114,43,85,.506,11,23,.478,26,33,.788,9,37,26,16,4,10,20,,43,95,.453,10,36,.278,18,22,.818,20,52,21,7,3,19,20,2021,OKC
51,48,48,2019-01-24,,NOP,W,122,116,50,101,.495,14,32,.438,8,16,.500,14,57,33,8,2,14,15,,49,101,.485,10,36,.278,8,12,.667,8,42,34,7,6,12,16,2021,OKC
52,49,49,2019-01-27,,MIL,W,118,112,44,94,.468,16,32,.500,14,25,.560,11,52,29,5,10,11,21,,39,91,.429,15,37,.405,19,28,.679,9,49,22,6,5,14,22,2021,OKC
53,50,50,2019-01-29,@,ORL,W,126,117,49,91,.538,9,21,.429,19,26,.731,6,43,25,7,8,7,16,,44,102,.431,14,41,.341,15,18,.833,18,53,26,4,5,12,18,2021,OKC
54,51,51,2019-02-01,@,MIA,W,118,102,44,91,.484,16,30,.533,14,19,.737,13,50,23,10,4,15,20,,41,92,.446,11,36,.306,9,14,.643,11,47,28,7,2,17,17,2021,OKC
55,52,52,2019-02-03,@,BOS,L,129,134,45,92,.489,14,35,.400,25,34,.735,11,42,25,12,5,11,18,,54,91,.593,13,34,.382,13,17,.765,5,38,36,8,6,14,22,2021,OKC
56,53,53,2019-02-05,,ORL,W,132,122,46,92,.500,13,30,.433,27,37,.730,8,49,25,11,2,17,25,,42,90,.467,11,37,.297,27,34,.794,8,40,27,14,4,18,29,2021,OKC
57,54,54,2019-02-07,,MEM,W,117,95,43,90,.478,17,44,.386,14,22,.636,11,44,29,17,2,11,25,,34,77,.442,7,24,.292,20,23,.870,8,45,19,9,4,24,21,2021,OKC
58,55,55,2019-02-09,@,HOU,W,117,112,40,89,.449,13,34,.382,24,30,.800,12,53,20,7,5,19,24,,37,86,.430,16,45,.356,22,30,.733,7,39,18,10,7,12,26,2021,OKC
59,56,56,2019-02-11,,POR,W,120,111,41,86,.477,16,35,.457,22,29,.759,7,45,23,9,7,12,28,,36,87,.414,11,29,.379,28,38,.737,10,46,18,8,7,13,24,2021,OKC
60,57,57,2019-02-14,@,NOP,L,122,131,50,106,.472,10,44,.227,12,13,.923,17,48,27,8,6,13,21,,50,92,.543,12,26,.462,19,24,.792,13,51,35,7,7,14,15,2021,OKC
61,58,58,2019-02-22,,UTA,W,148,147,55,118,.466,18,44,.409,20,25,.800,11,43,29,16,5,11,29,,52,105,.495,18,40,.450,25,31,.806,15,61,33,8,10,24,25,2021,OKC
62,59,59,2019-02-23,,SAC,L,116,119,40,105,.381,14,46,.304,22,28,.786,16,59,17,2,6,14,26,,44,97,.454,7,19,.368,24,34,.706,7,47,24,7,7,9,21,2021,OKC
63,60,60,2019-02-26,@,DEN,L,112,121,43,95,.453,10,38,.263,16,25,.640,14,46,31,10,5,17,34,,41,88,.466,13,28,.464,26,35,.743,11,47,28,9,4,18,28,2021,OKC
64,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2021,OKC
65,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2021,OKC
66,61,61,2019-02-28,,PHI,L,104,108,38,87,.437,8,27,.296,20,28,.714,8,44,28,5,3,12,18,,42,91,.462,12,30,.400,12,19,.632,8,44,33,9,5,13,24,2021,OKC
67,62,62,2019-03-02,@,SAS,L,102,116,40,88,.455,7,29,.241,15,24,.625,11,45,17,7,2,13,19,,45,91,.495,8,19,.421,18,25,.720,11,49,15,8,6,11,19,2021,OKC
68,63,63,2019-03-03,,MEM,W,99,95,33,93,.355,9,30,.300,24,33,.727,17,53,19,10,5,14,19,,35,79,.443,7,22,.318,18,19,.947,4,44,22,9,9,20,25,2021,OKC
69,64,64,2019-03-05,@,MIN,L,120,131,42,94,.447,18,46,.391,18,31,.581,15,45,20,4,8,12,26,,47,89,.528,11,22,.500,26,35,.743,10,52,28,6,2,9,24,2021,OKC
70,65,65,2019-03-07,@,POR,W,129,121,48,105,.457,8,27,.296,25,32,.781,16,58,14,7,5,15,31,,37,94,.394,9,41,.220,38,47,.809,14,51,14,7,8,14,27,2021,OKC
71,66,66,2019-03-08,@,LAC,L,110,118,41,102,.402,11,44,.250,17,26,.654,14,52,20,3,7,11,34,,39,86,.453,9,25,.360,31,46,.674,10,53,20,7,4,10,26,2021,OKC
72,67,67,2019-03-11,@,UTA,W,98,89,36,79,.456,7,22,.318,19,27,.704,6,48,18,8,5,16,21,,32,88,.364,13,43,.302,12,17,.706,11,48,22,12,6,13,25,2021,OKC
73,68,68,2019-03-13,,BRK,W,108,96,41,96,.427,11,28,.393,15,19,.789,16,51,21,9,6,11,20,,35,84,.417,13,35,.371,13,19,.684,7,43,19,7,5,16,18,2021,OKC
74,69,69,2019-03-14,@,IND,L,106,108,38,86,.442,14,30,.467,16,20,.800,8,44,24,11,5,17,28,,37,82,.451,7,22,.318,27,32,.844,6,39,24,11,3,16,17,2021,OKC
75,70,70,2019-03-16,,GSW,L,88,110,31,96,.323,13,41,.317,13,23,.565,17,52,18,4,5,16,18,,39,83,.470,15,35,.429,17,22,.773,8,53,25,10,6,16,22,2021,OKC
76,71,71,2019-03-18,,MIA,L,107,116,38,87,.437,10,37,.270,21,27,.778,13,49,21,4,8,19,17,,46,97,.474,9,29,.310,15,16,.938,9,44,30,13,4,8,23,2021,OKC
77,72,72,2019-03-20,,TOR,L,114,123,43,103,.417,13,43,.302,15,29,.517,16,48,22,6,2,17,22,,45,87,.517,14,36,.389,19,21,.905,6,52,30,11,5,17,27,2021,OKC
78,73,73,2019-03-22,@,TOR,W,116,109,42,94,.447,20,43,.465,12,14,.857,12,39,30,9,6,12,21,,39,78,.500,13,25,.520,18,21,.857,11,46,20,7,7,21,24,2021,OKC
79,74,74,2019-03-25,@,MEM,L,103,115,38,95,.400,12,36,.333,15,20,.750,12,41,17,8,4,10,25,,40,89,.449,11,33,.333,24,31,.774,13,57,31,8,3,11,18,2021,OKC
80,75,75,2019-03-27,,IND,W,107,99,41,92,.446,13,36,.361,12,19,.632,9,44,29,7,7,6,14,,40,92,.435,13,31,.419,6,11,.545,8,45,26,4,6,11,17,2021,OKC
81,76,76,2019-03-29,,DEN,L,105,115,43,88,.489,8,27,.296,11,16,.688,11,35,19,5,5,13,17,,48,85,.565,14,33,.424,5,6,.833,7,39,30,6,1,12,21,2021,OKC
82,77,77,2019-03-31,,DAL,L,103,106,38,98,.388,11,43,.256,16,22,.727,15,49,19,6,6,8,21,,37,87,.425,16,44,.364,16,23,.696,10,52,18,3,2,13,19,2021,OKC
83,78,78,2019-04-02,,LAL,W,119,103,47,102,.461,13,44,.295,12,20,.600,17,50,33,15,7,12,14,,40,84,.476,16,39,.410,7,10,.700,4,39,26,7,2,21,25,2021,OKC
84,79,79,2019-04-05,,DET,W,123,110,48,101,.475,12,29,.414,15,22,.682,21,59,30,10,4,17,24,,35,81,.432,15,41,.366,25,31,.806,4,32,20,10,8,14,23,2021,OKC
85,80,80,2019-04-07,@,MIN,W,132,126,48,92,.522,14,34,.412,22,26,.846,14,46,27,6,4,13,30,,46,85,.541,10,23,.435,24,29,.828,6,32,29,9,5,13,24,2021,OKC
86,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2021,OKC
87,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2021,OKC
88,81,81,2019-04-09,,HOU,W,112,111,40,96,.417,16,41,.390,16,20,.800,18,56,20,5,2,12,19,,38,88,.432,18,53,.340,17,20,.850,9,42,18,7,7,11,21,2021,OKC
89,82,82,2019-04-10,@,MIL,W,127,116,48,99,.485,23,54,.426,8,13,.615,9,53,40,7,3,12,20,,43,100,.430,15,46,.326,15,21,.714,11,53,27,7,1,14,14,2021,OKC
0,1,1,2018-10-17,,CLE,W,116,104,45,92,.489,14,33,.424,12,20,.600,8,43,21,6,7,9,29,,34,85,.400,7,19,.368,29,39,.744,14,49,17,4,0,16,25,2021,TOR
1,2,2,2018-10-19,,BOS,W,113,101,43,92,.467,13,35,.371,14,19,.737,12,49,24,3,3,12,19,,40,99,.404,14,36,.389,7,10,.700,16,49,29,4,6,14,27,2021,TOR
2,3,3,2018-10-20,@,WAS,W,117,113,39,88,.443,10,29,.345,29,36,.806,14,52,21,5,5,17,29,,37,89,.416,13,39,.333,26,32,.813,9,37,20,11,9,11,27,2021,TOR
3,4,4,2018-10-22,,CHO,W,127,106,50,87,.575,15,39,.385,12,14,.857,5,46,36,10,8,13,21,,41,97,.423,9,28,.321,15,18,.833,14,41,21,5,5,12,14,2021,TOR
4,5,5,2018-10-24,,MIN,W,112,105,46,89,.517,11,32,.344,9,12,.750,11,44,26,9,8,16,18,,40,96,.417,15,30,.500,10,16,.625,16,44,25,10,5,15,17,2021,TOR
5,6,6,2018-10-26,,DAL,W,116,107,44,91,.484,11,27,.407,17,20,.850,12,50,23,10,5,12,22,,38,92,.413,12,30,.400,19,24,.792,10,44,22,6,6,14,17,2021,TOR
6,7,7,2018-10-29,@,MIL,L,109,124,39,103,.379,9,45,.200,22,28,.786,15,51,25,9,7,10,19,,45,92,.489,19,45,.422,15,19,.789,8,57,28,5,4,17,21,2021,TOR
7,8,8,2018-10-30,,PHI,W,129,112,47,92,.511,11,27,.407,24,28,.857,9,43,29,13,6,15,26,,38,91,.418,14,40,.350,22,30,.733,17,47,25,7,5,23,24,2021,TOR
8,9,9,2018-11-02,@,PHO,W,107,98,41,81,.506,12,33,.364,13,21,.619,6,39,29,11,10,13,23,,40,91,.440,8,26,.308,10,18,.556,12,49,20,3,4,15,18,2021,TOR
9,10,10,2018-11-04,@,LAL,W,121,107,49,98,.500,10,35,.286,13,14,.929,13,49,32,9,4,12,24,,39,85,.459,6,24,.250,23,29,.793,6,38,25,6,4,16,18,2021,TOR
10,11,11,2018-11-05,@,UTA,W,124,111,49,86,.570,13,33,.394,13,14,.929,7,43,21,9,3,14,28,,38,86,.442,8,31,.258,27,41,.659,12,40,29,10,4,12,19,2021,TOR
11,12,12,2018-11-07,@,SAC,W,114,105,41,89,.461,11,36,.306,21,23,.913,13,53,17,10,4,20,20,,42,88,.477,8,23,.348,13,18,.722,6,31,27,10,5,15,26,2021,TOR
12,13,13,2018-11-10,,NYK,W,128,112,42,79,.532,14,35,.400,30,40,.750,12,46,24,8,4,15,20,,44,96,.458,6,22,.273,18,22,.818,16,47,18,12,6,14,26,2021,TOR
13,14,14,2018-11-12,,NOP,L,110,126,39,97,.402,13,45,.289,19,22,.864,13,43,22,9,5,10,20,,54,99,.545,10,27,.370,8,13,.615,14,54,30,2,4,13,20,2021,TOR
14,15,15,2018-11-14,,DET,L,104,106,45,92,.489,4,20,.200,10,17,.588,12,49,23,9,3,20,19,,44,91,.484,10,33,.303,8,13,.615,7,39,24,8,5,17,24,2021,TOR
15,16,16,2018-11-16,@,BOS,L,116,123,42,97,.433,8,29,.276,24,29,.828,11,43,20,12,4,13,23,,47,89,.528,9,26,.346,20,24,.833,9,46,25,9,6,18,23,2021,TOR
16,17,17,2018-11-17,@,CHI,W,122,83,48,89,.539,14,35,.400,12,13,.923,8,54,31,14,10,23,24,,30,86,.349,8,27,.296,15,21,.714,7,34,21,13,3,22,19,2021,TOR
17,18,18,2018-11-20,@,ORL,W,93,91,39,87,.448,9,34,.265,6,8,.750,6,43,23,7,5,16,19,,34,84,.405,8,30,.267,15,19,.789,11,49,24,5,4,14,11,2021,TOR
18,19,19,2018-11-21,@,ATL,W,124,108,48,90,.533,11,29,.379,17,23,.739,14,55,33,6,1,17,21,,42,93,.452,10,36,.278,14,18,.778,9,34,24,10,7,9,21,2021,TOR
19,20,20,2018-11-23,,WAS,W,125,107,46,93,.495,17,39,.436,16,19,.842,13,50,32,5,6,15,23,,40,100,.400,9,46,.196,18,19,.947,14,44,28,8,7,12,16,2021,TOR
20,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2021,TOR
21,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2021,TOR
22,21,21,2018-11-25,,MIA,W,125,115,47,90,.522,11,35,.314,20,25,.800,11,47,25,4,7,9,21,,39,95,.411,15,36,.417,22,32,.688,17,46,21,6,5,7,22,2021,TOR
23,22,22,2018-11-27,@,MEM,W,122,114,42,69,.609,18,33,.545,20,28,.714,4,31,25,5,5,15,18,,43,85,.506,10,29,.345,18,21,.857,11,35,27,9,5,13,23,2021,TOR
24,23,23,2018-11-29,,GSW,W,131,128,47,90,.522,15,38,.395,22,24,.917,7,37,25,5,6,14,23,,50,103,.485,11,30,.367,17,20,.850,17,46,27,6,5,14,22,2021,TOR
25,24,24,2018-12-01,@,CLE,W,106,95,39,80,.488,7,26,.269,21,25,.840,6,42,15,5,5,10,19,,34,88,.386,5,22,.227,22,25,.880,11,44,14,6,0,11,23,2021,TOR
26,25,25,2018-12-03,,DEN,L,103,106,40,87,.460,11,41,.268,12,12,1.000,7,41,28,11,5,17,21,,40,89,.449,11,28,.393,15,24,.625,15,49,32,9,2,20,14,2021,TOR
27,26,26,2018-12-05,,PHI,W,113,102,43,100,.430,8,29,.276,19,22,.864,17,53,25,12,3,11,13,,40,88,.455,11,35,.314,11,14,.786,11,49,26,7,5,21,23,2021,TOR
28,27,27,2018-12-07,@,BRK,L,105,106,35,89,.393,11,35,.314,24,29,.828,6,41,25,9,7,15,19,,43,98,.439,11,35,.314,9,13,.692,16,60,22,8,2,20,28,2021,TOR
29,28,28,2018-12-09,,MIL,L,99,104,39,94,.415,15,44,.341,6,7,.857,11,45,24,6,11,11,21,,36,87,.414,15,39,.385,17,20,.850,9,45,22,6,7,11,13,2021,TOR
30,29,29,2018-12-11,@,LAC,W,123,99,50,96,.521,14,29,.483,9,12,.750,10,43,34,8,6,7,22,,38,86,.442,7,25,.280,16,19,.842,12,44,25,2,5,15,16,2021,TOR
31,30,30,2018-12-12,@,GSW,W,113,93,44,91,.484,9,28,.321,16,19,.842,10,48,27,12,3,11,17,,39,82,.476,6,26,.231,9,13,.692,5,40,28,5,11,19,18,2021,TOR
32,31,31,2018-12-14,@,POR,L,122,128,43,78,.551,18,31,.581,18,21,.857,6,37,20,4,4,16,21,,48,94,.511,13,27,.481,19,21,.905,12,38,29,10,4,8,15,2021,TOR
33,32,32,2018-12-16,@,DEN,L,86,95,35,88,.398,7,35,.200,9,14,.643,13,51,13,5,4,11,16,,36,85,.424,10,30,.333,13,16,.813,10,44,21,7,4,8,14,2021,TOR
34,33,33,2018-12-19,,IND,W,99,96,38,93,.409,7,30,.233,16,21,.762,11,43,20,15,9,9,19,,38,80,.475,9,20,.450,11,16,.688,9,49,19,6,7,20,21,2021,TOR
35,34,34,2018-12-21,,CLE,W,126,110,48,91,.527,9,31,.290,21,26,.808,13,44,21,9,5,8,23,,39,82,.476,9,24,.375,23,30,.767,11,40,20,5,5,11,23,2021,TOR
