,rk,g,date,unnamed: 3_level_1,opp,w/l,tm,opp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,unnamed: 24_level_1,opp_fg,opp_fga,opp_fg%,opp_3p,opp_3pa,opp_3p%,opp_ft,opp_fta,opp_ft%,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,season,team
47,44,44,2021-03-29,,SAC,L,115,132,47,93,.505,10,27,.370,11,14,.786,12,41,24,5,4,11,18,,47,84,.560,18,36,.500,20,25,.800,4,37,29,9,6,6,15,2023,SAS
48,45,45,2021-03-31,,SAC,W,120,106,43,92,.467,10,26,.385,24,34,.706,14,54,24,9,2,10,17,,39,92,.424,11,35,.314,17,19,.895,11,43,22,7,5,12,20,2023,SAS
49,46,46,2021-04-01,,ATL,L,129,134,49,110,.445,13,40,.325,18,24,.750,11,46,25,8,6,6,22,,50,100,.500,13,24,.542,21,26,.808,10,57,28,3,9,12,22,2023,SAS
50,47,47,2021-04-03,,IND,L,133,139,48,99,.485,10,29,.345,27,32,.844,18,46,22,6,6,17,21,,52,94,.553,12,29,.414,23,26,.885,11,44,27,10,6,13,22,2023,SAS
51,48,48,2021-04-05,,CLE,L,101,125,35,83,.422,5,26,.192,26,32,.813,8,38,22,4,3,10,22,,45,86,.523,12,34,.353,23,27,.852,7,47,29,5,4,6,24,2023,SAS
52,49,49,2021-04-07,@,DEN,L,96,106,38,91,.418,6,24,.250,14,21,.667,11,42,23,11,4,14,19,,40,91,.440,8,26,.308,18,24,.750,12,53,26,10,6,17,18,2023,SAS
53,50,50,2021-04-09,@,DEN,L,119,121,43,93,.462,9,27,.333,24,28,.857,11,38,33,10,2,9,21,,43,79,.544,14,27,.519,21,23,.913,9,46,32,5,4,18,22,2023,SAS
54,51,51,2021-04-11,@,DAL,W,119,117,45,83,.542,8,21,.381,21,27,.778,10,41,20,10,7,14,20,,45,94,.479,13,42,.310,14,15,.933,11,37,25,5,3,12,21,2023,SAS
55,52,52,2021-04-12,@,ORL,W,120,97,48,93,.516,10,25,.400,14,18,.778,12,47,30,6,5,9,26,,36,80,.450,5,20,.250,20,32,.625,11,44,15,6,2,15,17,2023,SAS
56,53,53,2021-04-14,@,TOR,L,112,117,38,89,.427,17,39,.436,19,27,.704,12,41,26,6,7,13,19,,41,88,.466,14,30,.467,21,25,.840,13,54,21,8,5,12,19,2023,SAS
57,54,54,2021-04-16,,POR,L,106,107,45,95,.474,7,23,.304,9,10,.900,14,49,30,7,9,14,14,,41,89,.461,11,29,.379,14,16,.875,9,38,23,9,6,11,12,2023,SAS
58,55,55,2021-04-17,@,PHO,W,111,85,45,89,.506,12,29,.414,9,12,.750,5,46,23,10,9,12,17,,36,90,.400,6,27,.222,7,16,.438,15,48,19,7,2,14,14,2023,SAS
59,56,56,2021-04-19,@,IND,W,109,94,36,84,.429,8,28,.286,29,35,.829,9,57,27,4,4,12,23,,34,104,.327,8,34,.235,18,27,.667,14,54,20,4,7,7,27,2023,SAS
60,57,57,2021-04-21,,MIA,L,87,107,31,77,.403,10,35,.286,15,20,.750,7,38,21,1,7,10,15,,39,83,.470,13,31,.419,16,20,.800,9,44,28,8,1,7,20,2023,SAS
61,58,58,2021-04-22,,DET,W,106,91,37,80,.463,11,24,.458,21,27,.778,11,43,28,12,7,10,19,,35,77,.455,8,22,.364,13,22,.591,9,43,15,2,5,17,22,2023,SAS
62,59,59,2021-04-24,@,NOP,W,110,108,37,85,.435,9,31,.290,27,32,.844,9,46,22,9,8,17,23,,41,87,.471,9,22,.409,17,32,.531,10,48,20,12,1,19,24,2023,SAS
63,60,60,2021-04-26,@,WAS,W,146,143,55,103,.534,6,17,.353,30,35,.857,13,44,27,6,1,6,21,,58,109,.532,6,20,.300,21,25,.840,18,50,26,4,8,8,23,2023,SAS
64,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,SAS
65,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,SAS
66,61,61,2021-04-28,@,MIA,L,111,116,41,88,.466,10,32,.313,19,24,.792,7,40,26,6,3,9,20,,43,85,.506,9,25,.360,21,24,.875,10,48,26,4,1,12,23,2023,SAS
67,62,62,2021-04-30,@,BOS,L,140,143,49,92,.533,11,24,.458,31,38,.816,8,43,29,6,1,11,27,,49,105,.467,18,38,.474,27,36,.750,17,52,31,7,7,13,26,2023,SAS
68,63,63,2021-05-02,,PHI,L,111,113,43,96,.448,12,31,.387,13,17,.765,10,48,20,9,5,13,25,,42,94,.447,11,30,.367,18,25,.720,13,49,23,7,9,12,19,2023,SAS
69,64,64,2021-05-03,@,UTA,L,99,110,42,90,.467,5,18,.278,10,10,1.000,8,37,25,10,4,13,13,,44,88,.500,11,36,.306,11,16,.688,14,50,22,10,5,15,11,2023,SAS
70,65,65,2021-05-05,@,UTA,L,94,126,37,92,.402,7,23,.304,13,20,.650,9,35,22,7,5,7,13,,49,88,.557,18,41,.439,10,14,.714,7,53,24,5,2,14,20,2023,SAS
71,66,66,2021-05-07,@,SAC,W,113,104,46,89,.517,4,22,.182,17,19,.895,7,44,20,8,7,13,12,,41,84,.488,13,32,.406,9,15,.600,4,35,27,10,3,16,19,2023,SAS
72,67,67,2021-05-08,@,POR,L,102,124,37,93,.398,8,30,.267,20,23,.870,7,40,17,6,5,7,24,,45,97,.464,12,34,.353,22,30,.733,18,63,24,3,5,8,15,2023,SAS
73,68,68,2021-05-10,,MIL,W,146,125,56,94,.596,17,29,.586,17,21,.810,9,46,27,6,5,12,16,,47,94,.500,13,41,.317,18,23,.783,8,34,26,6,6,7,13,2023,SAS
74,69,69,2021-05-12,@,BRK,L,116,128,43,101,.426,8,31,.258,22,27,.815,16,46,21,7,2,8,19,,48,79,.608,12,28,.429,20,27,.741,3,43,33,3,9,11,19,2023,SAS
75,70,70,2021-05-13,@,NYK,L,98,102,38,91,.418,6,21,.286,16,19,.842,9,47,22,4,6,9,16,,35,86,.407,14,35,.400,18,18,1.000,10,48,23,7,8,10,19,2023,SAS
76,71,71,2021-05-15,,PHO,L,103,140,39,88,.443,4,26,.154,21,24,.875,7,41,23,5,2,16,17,,52,94,.553,15,33,.455,21,22,.955,7,47,32,10,1,10,15,2023,SAS
77,72,72,2021-05-16,,PHO,L,121,123,50,98,.510,7,24,.292,14,19,.737,11,46,30,5,5,10,8,,53,104,.510,13,35,.371,4,4,1.000,10,48,36,7,5,8,13,2023,SAS
0,1,1,2020-12-23,,ATL,L,104,124,36,87,.414,8,35,.229,24,28,.857,8,37,20,10,3,15,22,,43,80,.538,14,35,.400,24,29,.828,8,46,24,6,3,21,29,2023,CHI
1,2,2,2020-12-26,,IND,L,106,125,34,91,.374,16,39,.410,22,25,.880,13,41,23,7,7,20,16,,52,93,.559,9,26,.346,12,19,.632,9,49,34,15,4,16,26,2023,CHI
2,3,3,2020-12-27,,GSW,L,128,129,44,86,.512,17,41,.415,23,31,.742,7,54,27,4,6,24,21,,42,104,.404,18,47,.383,27,30,.900,10,41,25,17,4,12,23,2023,CHI
3,4,4,2020-12-29,@,WAS,W,115,107,38,87,.437,15,36,.417,24,32,.750,5,37,26,7,1,14,23,,37,84,.440,10,37,.270,23,26,.885,8,47,25,6,6,19,28,2023,CHI
4,5,5,2020-12-31,@,WAS,W,133,130,50,92,.543,14,36,.389,19,25,.760,9,44,34,9,3,15,27,,42,84,.500,14,29,.483,32,41,.780,9,37,27,8,4,14,27,2023,CHI
5,6,6,2021-01-01,@,MIL,L,96,126,38,87,.437,6,26,.231,14,20,.700,6,42,18,10,6,20,21,,42,85,.494,22,45,.489,20,30,.667,5,44,27,16,6,17,19,2023,CHI
6,7,7,2021-01-03,,DAL,W,118,108,39,85,.459,13,37,.351,27,30,.900,11,48,16,11,2,16,24,,39,89,.438,11,42,.262,19,27,.704,11,41,23,6,4,15,27,2023,CHI
7,8,8,2021-01-05,@,POR,W,111,108,40,91,.440,16,41,.390,15,18,.833,11,52,27,5,5,15,19,,39,94,.415,19,51,.373,11,17,.647,10,46,23,8,3,11,16,2023,CHI
8,9,9,2021-01-06,@,SAC,L,124,128,49,93,.527,14,40,.350,12,15,.800,10,43,27,3,2,14,21,,47,91,.516,14,37,.378,20,27,.741,12,39,30,8,3,7,16,2023,CHI
9,10,10,2021-01-08,@,LAL,L,115,117,46,91,.505,10,26,.385,13,14,.929,9,41,26,10,3,12,23,,41,81,.506,12,29,.414,23,27,.852,10,42,21,3,8,15,15,2023,CHI
10,11,11,2021-01-10,@,LAC,L,127,130,47,77,.610,18,33,.545,15,17,.882,3,38,30,6,2,22,19,,45,92,.489,20,38,.526,20,25,.800,12,35,28,13,5,10,19,2023,CHI
11,12,12,2021-01-15,@,OKC,L,125,127,43,91,.473,21,46,.457,18,25,.720,9,56,27,5,8,24,25,,48,105,.457,15,45,.333,16,24,.667,7,44,26,12,2,11,23,2023,CHI
12,13,13,2021-01-17,@,DAL,W,117,101,43,85,.506,7,25,.280,24,33,.727,5,47,32,14,6,13,23,,41,93,.441,8,31,.258,11,19,.579,12,47,18,6,2,16,23,2023,CHI
13,14,14,2021-01-18,,HOU,W,125,120,43,92,.467,20,45,.444,19,21,.905,10,47,23,10,3,17,19,,46,88,.523,17,40,.425,11,17,.647,2,36,25,8,1,17,20,2023,CHI
14,15,15,2021-01-22,@,CHO,W,123,110,49,96,.510,15,43,.349,10,12,.833,15,43,33,11,4,14,21,,42,85,.494,7,32,.219,19,25,.760,12,46,22,8,1,21,12,2023,CHI
15,16,16,2021-01-23,,LAL,L,90,101,33,84,.393,8,25,.320,16,22,.727,10,45,18,8,1,18,28,,36,79,.456,4,19,.211,25,31,.806,5,42,20,7,4,18,18,2023,CHI
16,17,17,2021-01-25,,BOS,L,103,119,41,88,.466,17,39,.436,4,10,.400,9,41,28,4,7,18,16,,44,87,.506,15,29,.517,16,20,.800,6,44,28,9,6,12,18,2023,CHI
17,18,18,2021-01-30,,POR,L,122,123,43,85,.506,21,45,.467,15,15,1.000,11,43,31,5,2,15,14,,45,88,.511,17,42,.405,16,19,.842,9,35,20,11,1,8,17,2023,CHI
18,19,19,2021-02-01,,NYK,W,110,102,42,88,.477,11,34,.324,15,20,.750,7,40,30,3,1,12,19,,37,87,.425,6,29,.207,22,26,.846,11,45,21,6,6,11,19,2023,CHI
19,20,20,2021-02-03,,NYK,L,103,107,43,88,.489,6,36,.167,11,16,.688,6,38,25,11,3,9,14,,43,89,.483,11,22,.500,10,15,.667,11,47,19,5,4,17,18,2023,CHI
20,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,CHI
21,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,CHI
22,21,21,2021-02-05,@,ORL,L,119,123,46,96,.479,9,30,.300,18,20,.900,10,40,27,9,5,8,22,,42,81,.519,11,27,.407,28,37,.757,10,49,27,5,2,15,22,2023,CHI
23,22,22,2021-02-06,@,ORL,W,118,92,47,91,.516,15,30,.500,9,13,.692,11,47,28,6,10,10,12,,37,95,.389,6,27,.222,12,12,1.000,15,47,17,5,10,11,10,2023,CHI
24,23,23,2021-02-08,,WAS,L,101,105,36,85,.424,9,30,.300,20,24,.833,10,50,23,6,3,16,26,,36,86,.419,6,26,.231,27,36,.750,10,47,23,8,4,13,21,2023,CHI
25,24,24,2021-02-10,,NOP,W,129,116,48,81,.593,25,47,.532,8,11,.727,7,35,36,4,6,16,20,,41,81,.506,13,36,.361,21,26,.808,9,35,27,11,1,12,12,2023,CHI
26,25,25,2021-02-12,,LAC,L,106,125,40,85,.471,12,32,.375,14,15,.933,8,41,23,4,3,13,16,,50,86,.581,13,30,.433,12,15,.800,4,37,20,11,7,9,13,2023,CHI
27,26,26,2021-02-15,@,IND,W,120,112,44,102,.431,13,33,.394,19,22,.864,13,60,25,6,2,18,24,,39,92,.424,9,33,.273,25,31,.806,8,47,18,9,14,19,23,2023,CHI
28,27,27,2021-02-17,,DET,W,105,102,41,85,.482,8,28,.286,15,24,.625,8,46,29,8,7,13,20,,37,82,.451,8,28,.286,20,24,.833,6,40,15,9,2,13,21,2023,CHI
29,28,28,2021-02-19,@,PHI,L,105,112,40,95,.421,7,32,.219,18,18,1.000,13,42,24,5,6,11,20,,41,87,.471,7,21,.333,23,29,.793,16,53,23,5,7,15,18,2023,CHI
30,29,29,2021-02-20,,SAC,W,122,114,49,82,.598,11,23,.478,13,15,.867,2,38,24,5,8,14,23,,44,98,.449,8,29,.276,18,22,.818,12,41,22,8,3,7,18,2023,CHI
31,30,30,2021-02-22,@,HOU,W,120,100,49,91,.538,15,36,.417,7,10,.700,8,55,24,5,5,11,17,,37,96,.385,13,40,.325,13,19,.684,11,46,20,7,4,9,16,2023,CHI
32,31,31,2021-02-24,,MIN,W,133,126,55,93,.591,10,25,.400,13,16,.813,7,43,28,11,5,21,15,,47,104,.452,12,38,.316,20,21,.952,13,41,28,11,4,17,24,2023,CHI
33,32,32,2021-02-26,,PHO,L,97,106,39,78,.500,12,31,.387,7,10,.700,6,41,25,2,4,17,16,,44,88,.500,6,22,.273,12,15,.800,3,30,35,11,4,7,11,2023,CHI
34,33,33,2021-03-01,,DEN,L,112,118,42,94,.447,12,38,.316,16,22,.727,14,44,25,7,3,10,18,,46,87,.529,10,27,.370,16,20,.800,9,50,22,4,6,12,18,2023,CHI
35,34,34,2021-03-03,@,NOP,W,128,124,48,94,.511,12,28,.429,20,22,.909,13,45,28,6,8,14,21,,46,83,.554,6,22,.273,26,38,.684,7,35,29,10,6,11,19,2023,CHI
36,35,35,2021-03-11,,PHI,L,105,127,39,83,.470,14,29,.483,13,16,.813,8,38,26,3,6,19,19,,53,103,.515,10,33,.303,11,15,.733,13,45,25,11,7,10,16,2023,CHI
37,36,36,2021-03-12,,MIA,L,90,101,34,92,.370,15,38,.395,7,7,1.000,12,50,25,5,3,16,16,,37,80,.463,12,35,.343,15,20,.750,1,41,26,11,6,9,13,2023,CHI
38,37,37,2021-03-14,,TOR,W,118,95,44,97,.454,12,44,.273,18,23,.783,14,60,35,6,7,11,20,,34,90,.378,12,45,.267,15,21,.714,7,38,23,5,7,12,22,2023,CHI
39,38,38,2021-03-16,,OKC,W,123,102,48,94,.511,12,36,.333,15,18,.833,12,42,24,8,4,11,17,,42,90,.467,7,20,.350,11,13,.846,13,43,16,9,9,17,15,2023,CHI
40,39,39,2021-03-17,,SAS,L,99,106,40,91,.440,11,33,.333,8,9,.889,14,51,24,6,3,17,22,,38,89,.427,8,31,.258,22,30,.733,13,46,19,5,6,9,8,2023,CHI
41,40,40,2021-03-19,@,DEN,L,127,131,47,90,.522,17,35,.486,16,23,.696,9,42,32,6,2,16,20,,48,91,.527,14,34,.412,21,27,.778,9,43,29,10,3,13,22,2023,CHI
42,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,CHI
43,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,CHI
44,41,41,2021-03-21,@,DET,W,100,86,37,80,.463,14,28,.500,12,14,.857,9,52,26,8,8,18,22,,32,82,.390,4,25,.160,18,25,.720,8,37,20,11,5,14,16,2023,CHI
45,42,42,2021-03-22,,UTA,L,95,120,39,96,.406,6,26,.231,11,12,.917,14,49,21,5,3,13,14,,45,92,.489,17,39,.436,13,15,.867,10,46,25,9,10,9,16,2023,CHI
46,43,43,2021-03-24,,CLE,L,94,103,37,83,.446,8,28,.286,12,14,.857,10,45,21,6,4,15,12,,42,92,.457,11,29,.379,8,10,.800,12,46,28,8,7,10,16,2023,CHI
47,44,44,2021-03-27,@,SAS,L,104,120,41,95,.432,8,34,.235,14,18,.778,11,48,28,6,3,14,25,,46,85,.541,10,25,.400,18,28,.643,4,41,29,9,7,10,15,2023,CHI
48,45,45,2021-03-29,@,GSW,L,102,116,44,84,.524,6,24,.250,8,11,.727,8,39,33,8,5,19,18,,46,92,.500,16,38,.421,8,9,.889,10,39,28,9,8,14,14,2023,CHI
49,46,46,2021-03-31,@,PHO,L,116,121,43,99,.434,11,33,.333,19,21,.905,18,50,27,6,4,9,20,,46,81,.568,11,25,.440,18,24,.750,4,32,29,6,7,9,21,2023,CHI
50,47,47,2021-04-02,@,UTA,L,106,113,43,89,.483,7,28,.250,13,17,.765,7,41,26,5,3,6,19,,37,79,.468,13,36,.361,26,27,.963,6,43,16,6,5,10,18,2023,CHI
51,48,48,2021-04-04,,BRK,W,115,107,43,78,.551,8,22,.364,21,30,.700,6,40,29,4,3,9,11,,45,93,.484,11,28,.393,6,7,.857,4,35,28,3,3,5,17,2023,CHI
52,49,49,2021-04-06,@,IND,W,113,97,44,94,.468,14,33,.424,11,14,.786,14,57,28,9,5,20,12,,38,88,.432,9,30,.300,12,16,.750,6,33,20,15,12,14,17,2023,CHI
53,50,50,2021-04-08,@,TOR,W,122,113,47,87,.540,12,30,.400,16,18,.889,12,49,35,5,3,16,16,,42,97,.433,11,34,.324,18,22,.818,15,41,19,10,4,10,20,2023,CHI
54,51,51,2021-04-09,@,ATL,L,108,120,41,86,.477,13,33,.394,13,14,.929,8,38,25,6,1,13,17,,47,84,.560,7,27,.259,19,23,.826,6,41,25,7,4,9,14,2023,CHI
55,52,52,2021-04-11,@,MIN,L,117,121,47,92,.511,15,38,.395,8,13,.615,8,38,30,10,8,13,19,,40,81,.494,16,36,.444,25,25,1.000,3,36,27,7,6,14,14,2023,CHI
56,53,53,2021-04-12,@,MEM,L,90,101,36,86,.419,5,31,.161,13,17,.765,8,40,23,8,3,17,16,,40,85,.471,9,28,.321,12,14,.857,10,51,27,7,7,20,20,2023,CHI
57,54,54,2021-04-14,,ORL,L,106,115,41,86,.477,17,37,.459,7,9,.778,7,40,23,7,6,12,16,,44,89,.494,12,27,.444,15,20,.750,13,46,29,8,10,7,15,2023,CHI
58,55,55,2021-04-16,,MEM,L,115,126,45,96,.469,13,34,.382,12,15,.800,13,46,34,3,1,11,20,,45,86,.523,17,40,.425,19,24,.792,6,42,33,9,4,5,17,2023,CHI
59,56,56,2021-04-17,,CLE,W,106,96,41,82,.500,16,40,.400,8,9,.889,4,38,30,6,2,10,15,,39,88,.443,12,30,.400,6,7,.857,11,44,27,6,1,10,10,2023,CHI
60,57,57,2021-04-19,@,BOS,W,102,96,41,91,.451,11,32,.344,9,10,.900,9,40,30,11,8,12,15,,36,77,.468,10,25,.400,14,15,.933,3,39,21,8,3,15,15,2023,CHI
61,58,58,2021-04-21,@,CLE,L,105,121,39,79,.494,13,37,.351,14,18,.778,7,41,27,6,4,19,24,,45,88,.511,16,36,.444,15,19,.789,9,41,27,8,1,10,19,2023,CHI
62,59,59,2021-04-22,,CHO,W,108,91,43,87,.494,14,43,.326,8,11,.727,11,50,30,8,2,17,14,,35,82,.427,8,31,.258,13,17,.765,7,38,30,5,3,14,18,2023,CHI
63,60,60,2021-04-24,@,MIA,L,101,106,38,79,.481,13,38,.342,12,13,.923,6,42,28,7,2,17,20,,36,80,.450,14,37,.378,20,24,.833,6,37,22,11,2,10,12,2023,CHI
64,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,CHI
65,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,CHI
66,61,61,2021-04-26,@,MIA,W,110,102,41,77,.532,11,29,.379,17,22,.773,9,51,33,3,4,18,21,,36,84,.429,7,36,.194,23,25,.920,6,34,18,13,4,5,19,2023,CHI
67,62,62,2021-04-28,@,NYK,L,94,113,39,85,.459,10,29,.345,6,10,.600,7,43,29,2,4,14,12,,42,91,.462,12,27,.444,17,19,.895,9,41,27,10,9,4,16,2023,CHI
68,63,63,2021-04-30,,MIL,L,98,108,37,96,.385,10,33,.303,14,21,.667,14,50,23,5,5,10,18,,42,90,.467,9,25,.360,15,20,.750,8,51,24,5,5,10,19,2023,CHI
69,64,64,2021-05-01,@,ATL,L,97,108,40,85,.471,6,24,.250,11,17,.647,8,39,22,11,0,13,22,,37,74,.500,14,36,.389,20,26,.769,6,44,19,11,5,14,21,2023,CHI
70,65,65,2021-05-03,,PHI,L,94,106,36,87,.414,11,34,.324,11,14,.786,12,40,25,7,2,15,15,,40,75,.533,11,28,.393,15,21,.714,7,44,23,11,6,16,13,2023,CHI
71,66,66,2021-05-06,@,CHO,W,120,99,46,91,.505,18,37,.486,10,17,.588,15,56,33,10,8,17,20,,38,90,.422,16,35,.457,7,18,.389,13,45,29,11,3,15,16,2023,CHI
72,67,67,2021-05-07,,BOS,W,121,99,43,99,.434,18,40,.450,17,18,.944,15,52,26,10,4,9,20,,35,86,.407,11,39,.282,18,23,.783,11,47,19,5,8,13,15,2023,CHI
73,68,68,2021-05-09,@,DET,W,108,96,43,84,.512,12,32,.375,10,14,.714,5,43,27,6,3,8,22,,36,79,.456,11,27,.407,13,22,.591,5,37,22,4,4,13,14,2023,CHI
74,69,69,2021-05-11,,BRK,L,107,115,39,96,.406,18,44,.409,11,14,.786,10,45,21,4,5,9,20,,42,89,.472,12,33,.364,19,25,.760,13,51,32,4,8,7,19,2023,CHI
75,70,70,2021-05-13,,TOR,W,114,102,45,83,.542,17,36,.472,7,10,.700,8,51,31,4,4,18,15,,40,90,.444,12,36,.333,10,18,.556,7,32,24,16,1,9,14,2023,CHI
76,71,71,2021-05-15,@,BRK,L,91,105,34,98,.347,11,41,.268,12,17,.706,19,52,24,7,4,9,13,,41,87,.471,14,34,.412,9,15,.600,8,52,26,6,8,9,16,2023,CHI
77,72,72,2021-05-16,,MIL,W,118,112,45,87,.517,14,32,.438,14,19,.737,8,45,23,8,8,16,20,,38,90,.422,12,37,.324,24,32,.750,10,41,14,13,5,11,16,2023,CHI
0,1,1,2020-12-22,,LAC,L,109,116,38,81,.469,9,29,.310,24,31,.774,8,45,22,4,2,19,20,,44,93,.473,14,40,.350,14,19,.737,11,40,22,10,3,16,29,2023,LAL
1,2,2,2020-12-25,,DAL,W,138,115,51,91,.560,19,39,.487,17,24,.708,17,53,33,9,4,16,23,,41,83,.494,13,32,.406,20,26,.769,3,27,20,13,3,9,22,2023,LAL
2,3,3,2020-12-27,,MIN,W,127,91,50,90,.556,13,35,.371,14,18,.778,5,46,32,6,14,17,19,,38,103,.369,6,35,.171,9,14,.643,17,48,24,11,6,17,24,2023,LAL
3,4,4,2020-12-28,,POR,L,107,115,41,87,.471,10,27,.370,15,18,.833,6,41,20,6,5,14,14,,43,92,.467,16,46,.348,13,15,.867,7,45,27,9,6,9,16,2023,LAL
4,5,5,2020-12-30,@,SAS,W,121,107,46,82,.561,14,26,.538,15,20,.750,7,47,25,4,3,17,24,,40,87,.460,10,24,.417,17,23,.739,7,39,25,8,4,10,18,2023,LAL
5,6,6,2021-01-01,@,SAS,W,109,103,41,101,.406,14,33,.424,13,16,.813,16,58,27,8,7,13,20,,36,85,.424,13,34,.382,18,26,.692,8,45,23,3,8,13,20,2023,LAL
6,7,7,2021-01-03,@,MEM,W,108,94,41,89,.461,12,35,.343,14,19,.737,12,49,24,9,5,10,15,,39,95,.411,9,33,.273,7,8,.875,14,50,23,6,3,11,18,2023,LAL
7,8,8,2021-01-05,@,MEM,W,94,92,38,87,.437,9,31,.290,9,11,.818,9,52,24,7,8,17,14,,36,87,.414,10,26,.385,10,13,.769,5,38,24,14,4,13,14,2023,LAL
8,9,9,2021-01-07,,SAS,L,109,118,43,86,.500,10,30,.333,13,21,.619,9,48,21,2,4,13,20,,43,92,.467,16,35,.457,16,17,.941,6,40,28,4,3,6,15,2023,LAL
9,10,10,2021-01-08,,CHI,W,117,115,41,81,.506,12,29,.414,23,27,.852,10,42,21,3,8,15,15,,46,91,.505,10,26,.385,13,14,.929,9,41,26,10,3,12,23,2023,LAL
10,11,11,2021-01-10,@,HOU,W,120,102,46,91,.505,10,29,.345,18,24,.750,10,49,28,13,8,16,23,,37,90,.411,12,41,.293,16,23,.696,13,43,22,7,8,21,22,2023,LAL
11,12,12,2021-01-12,@,HOU,W,117,100,42,84,.500,14,32,.438,19,27,.704,11,55,26,10,12,20,18,,38,97,.392,12,40,.300,12,16,.750,10,42,23,14,5,13,19,2023,LAL
12,13,13,2021-01-13,@,OKC,W,128,99,47,95,.495,17,37,.459,17,22,.773,12,50,26,6,6,9,16,,37,86,.430,10,31,.323,15,19,.789,9,42,23,4,6,11,21,2023,LAL
13,14,14,2021-01-15,,NOP,W,112,95,39,93,.419,15,37,.405,19,26,.731,13,44,31,11,6,6,16,,41,86,.477,9,29,.310,4,8,.500,10,47,22,3,5,20,21,2023,LAL
14,15,15,2021-01-18,,GSW,L,113,115,40,83,.482,9,29,.310,24,33,.727,12,50,23,6,5,16,22,,44,87,.506,12,37,.324,15,20,.750,5,32,31,8,3,13,27,2023,LAL
15,16,16,2021-01-21,@,MIL,W,113,106,41,88,.466,19,37,.514,12,15,.800,6,38,25,8,8,10,14,,44,87,.506,9,28,.321,9,12,.750,5,46,27,5,5,14,18,2023,LAL
16,17,17,2021-01-23,@,CHI,W,101,90,36,79,.456,4,19,.211,25,31,.806,5,42,20,7,4,18,18,,33,84,.393,8,25,.320,16,22,.727,10,45,18,8,1,18,28,2023,LAL
17,18,18,2021-01-25,@,CLE,W,115,108,42,87,.483,10,32,.313,21,28,.750,15,40,21,7,7,13,23,,40,86,.465,9,21,.429,19,22,.864,15,44,19,8,3,17,25,2023,LAL
18,19,19,2021-01-27,@,PHI,L,106,107,41,86,.477,8,24,.333,16,25,.640,6,37,20,5,2,11,20,,41,85,.482,9,25,.360,16,26,.615,7,38,24,10,7,11,24,2023,LAL
19,20,20,2021-01-28,@,DET,L,92,107,36,88,.409,12,28,.429,8,12,.667,12,44,25,2,3,11,16,,40,87,.460,14,36,.389,13,13,1.000,5,38,27,4,2,8,18,2023,LAL
20,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,LAL
