,rk,g,date,unnamed: 3_level_1,opp,w/l,tm,opp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,unnamed: 24_level_1,opp_fg,opp_fga,opp_fg%,opp_3p,opp_3pa,opp_3p%,opp_ft,opp_fta,opp_ft%,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,season,team
71,66,66,2024-03-13,@,DET,L,104,113,41,93,.441,9,36,.250,13,19,.684,3,37,32,13,8,11,20,,39,88,.443,11,30,.367,24,31,.774,11,58,27,7,7,21,21,2024,TOR
72,67,67,2024-03-15,,ORL,L,103,113,38,81,.469,14,34,.412,13,20,.650,9,40,24,11,4,15,24,,40,80,.500,14,31,.452,19,22,.864,6,39,25,7,4,14,15,2024,TOR
73,68,68,2024-03-17,@,ORL,L,96,111,37,84,.440,8,31,.258,14,15,.933,11,37,23,7,3,18,18,,43,85,.506,11,36,.306,14,20,.700,10,39,22,7,4,13,16,2024,TOR
74,69,69,2024-03-20,,SAC,L,89,123,33,80,.413,10,31,.323,13,18,.722,11,31,21,11,3,21,15,,48,93,.516,12,40,.300,15,18,.833,18,53,32,14,6,15,16,2024,TOR
75,70,70,2024-03-22,,OKC,L,103,123,40,76,.526,11,30,.367,12,17,.706,5,36,34,12,3,27,18,,48,95,.505,12,32,.375,15,19,.789,13,46,27,17,5,15,20,2024,TOR
76,71,71,2024-03-23,@,WAS,L,109,112,40,94,.426,8,33,.242,21,26,.808,13,42,27,9,7,12,20,,44,92,.478,11,35,.314,13,19,.684,16,55,28,7,8,17,18,2024,TOR
77,72,72,2024-03-25,,BRK,L,88,96,37,85,.435,5,27,.185,9,12,.750,8,30,23,10,2,10,15,,37,81,.457,9,39,.231,13,18,.722,16,50,20,3,4,18,16,2024,TOR
78,73,73,2024-03-27,,NYK,L,101,145,39,84,.464,11,31,.355,12,13,.923,11,28,31,7,4,18,17,,55,94,.585,22,44,.500,13,16,.813,15,42,37,7,8,11,17,2024,TOR
79,74,74,2024-03-31,,PHI,L,120,135,47,90,.522,11,30,.367,15,20,.750,7,30,31,10,2,12,14,,49,83,.590,24,43,.558,13,16,.813,9,39,28,6,10,15,17,2024,TOR
80,75,75,2024-04-02,,LAL,L,111,128,43,89,.483,10,32,.313,15,21,.714,5,40,25,11,6,17,19,,52,101,.515,18,41,.439,6,12,.500,13,47,38,6,8,14,17,2024,TOR
81,76,76,2024-04-03,@,MIN,L,85,133,33,90,.367,7,30,.233,12,14,.857,10,48,19,4,6,20,15,,49,96,.510,20,43,.465,15,22,.682,9,50,37,13,9,9,12,2024,TOR
82,77,77,2024-04-05,@,MIL,W,117,111,36,79,.456,14,36,.389,31,36,.861,9,47,24,9,3,16,18,,41,94,.436,12,42,.286,17,21,.810,12,45,21,8,6,13,24,2024,TOR
83,78,78,2024-04-07,,WAS,W,130,122,49,96,.510,11,31,.355,21,28,.750,8,49,33,9,4,13,26,,42,89,.472,16,40,.400,22,30,.733,8,43,29,9,11,15,25,2024,TOR
84,79,79,2024-04-09,,IND,L,123,140,47,94,.500,5,21,.238,24,33,.727,16,40,21,8,6,15,20,,54,99,.545,16,45,.356,16,23,.696,15,44,33,9,8,13,23,2024,TOR
85,80,80,2024-04-10,@,BRK,L,102,106,35,94,.372,16,40,.400,16,18,.889,15,45,19,8,5,9,22,,38,86,.442,11,36,.306,19,24,.792,14,56,25,4,15,13,16,2024,TOR
86,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2024,TOR
87,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2024,TOR
88,81,81,2024-04-12,@,MIA,L,103,125,37,77,.481,10,31,.323,19,22,.864,7,41,23,1,1,17,21,,45,86,.523,17,41,.415,18,23,.783,6,37,37,7,2,4,16,2024,TOR
89,82,82,2024-04-14,@,MIA,L,103,118,38,90,.422,9,34,.265,18,21,.857,13,41,23,6,3,19,21,,46,87,.529,9,36,.250,17,19,.895,13,46,29,13,7,19,16,2024,TOR
0,1,1,2023-10-25,,OKC,L,104,124,39,94,.415,12,42,.286,14,18,.778,13,42,26,10,3,12,16,,45,82,.549,19,39,.487,15,18,.833,5,43,30,6,4,15,19,2024,CHI
1,2,2,2023-10-27,,TOR,W,104,103,37,99,.374,8,39,.205,22,28,.786,15,52,18,10,5,16,22,,39,84,.464,9,36,.250,16,25,.640,8,53,25,5,2,21,29,2024,CHI
2,3,3,2023-10-28,@,DET,L,102,118,39,93,.419,11,28,.393,13,16,.813,13,33,16,10,5,8,20,,45,86,.523,12,28,.429,16,20,.800,15,53,29,4,4,15,18,2024,CHI
3,4,4,2023-10-30,@,IND,W,112,105,40,87,.460,6,17,.353,26,31,.839,10,44,19,8,6,13,17,,36,88,.409,12,46,.261,21,25,.840,11,47,26,7,5,17,24,2024,CHI
4,5,5,2023-11-01,@,DAL,L,105,114,42,89,.472,11,33,.333,10,11,.909,12,43,19,10,3,13,23,,37,81,.457,20,48,.417,20,28,.714,13,45,23,7,2,13,11,2024,CHI
5,6,6,2023-11-03,,BRK,L,107,109,43,89,.483,11,28,.393,10,14,.714,9,42,21,4,4,10,13,,44,96,.458,18,45,.400,3,5,.600,8,39,32,4,4,8,12,2024,CHI
6,7,7,2023-11-04,@,DEN,L,101,123,39,86,.453,7,26,.269,16,23,.696,9,37,28,7,3,11,19,,42,81,.519,16,36,.444,23,30,.767,10,49,31,10,4,11,18,2024,CHI
7,8,8,2023-11-06,,UTA,W,130,113,48,93,.516,18,34,.529,16,19,.842,10,36,26,12,3,8,18,,41,86,.477,16,43,.372,15,17,.882,17,52,32,1,7,22,20,2024,CHI
8,9,9,2023-11-08,,PHO,L,115,116,42,96,.438,14,33,.424,17,23,.739,9,39,30,12,7,14,22,,38,90,.422,19,48,.396,21,25,.840,13,54,32,7,10,21,20,2024,CHI
9,10,10,2023-11-12,,DET,W,119,108,44,91,.484,11,30,.367,20,25,.800,11,40,22,12,6,6,21,,38,88,.432,11,32,.344,21,26,.808,16,49,26,4,6,16,19,2024,CHI
10,11,11,2023-11-13,@,MIL,L,109,118,38,100,.380,14,42,.333,19,21,.905,18,47,24,9,7,6,25,,42,89,.472,15,47,.319,19,27,.704,13,53,23,3,5,15,23,2024,CHI
11,12,12,2023-11-15,,ORL,L,94,96,33,83,.398,9,33,.273,19,22,.864,14,53,16,7,4,19,25,,32,82,.390,8,28,.286,24,30,.800,12,46,20,12,3,13,21,2024,CHI
12,13,13,2023-11-17,,ORL,L,97,103,35,79,.443,10,29,.345,17,22,.773,5,34,19,10,3,16,21,,38,79,.481,11,34,.324,16,23,.696,10,46,24,7,7,17,22,2024,CHI
13,14,14,2023-11-18,,MIA,W,102,97,36,81,.444,16,45,.356,14,19,.737,10,44,24,9,6,12,22,,33,77,.429,12,36,.333,19,23,.826,5,34,23,9,0,15,18,2024,CHI
14,15,15,2023-11-20,,MIA,L,100,118,37,81,.457,11,37,.297,15,16,.938,7,36,21,2,7,11,16,,42,84,.500,17,35,.486,17,20,.850,9,43,31,7,1,8,19,2024,CHI
15,16,16,2023-11-22,@,OKC,L,102,116,34,88,.386,17,44,.386,17,17,1.000,11,38,22,7,2,10,26,,37,75,.493,11,29,.379,31,38,.816,11,45,24,4,12,12,17,2024,CHI
16,17,17,2023-11-24,@,TOR,L,108,121,42,82,.512,12,27,.444,12,19,.632,9,37,20,5,2,12,20,,44,83,.530,13,39,.333,20,27,.741,13,40,32,8,6,14,14,2024,CHI
17,18,18,2023-11-26,@,BRK,L,109,118,40,83,.482,12,32,.375,17,22,.773,10,40,21,3,2,11,18,,41,83,.494,25,53,.472,11,15,.733,8,39,29,7,2,9,19,2024,CHI
18,19,19,2023-11-28,@,BOS,L,97,124,39,90,.433,9,28,.321,10,18,.556,9,37,25,11,7,8,13,,47,90,.522,21,49,.429,9,12,.750,11,52,36,6,9,16,18,2024,CHI
19,20,20,2023-11-30,,MIL,W,120,113,45,98,.459,13,37,.351,17,22,.773,14,51,32,14,4,21,18,,44,98,.449,16,48,.333,9,13,.692,9,43,28,12,6,20,21,2024,CHI
20,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2024,CHI
21,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2024,CHI
22,21,21,2023-12-02,,NOP,W,124,118,48,88,.545,17,40,.425,11,15,.733,12,41,32,6,8,13,21,,41,82,.500,8,25,.320,28,35,.800,13,39,20,10,1,12,17,2024,CHI
23,22,22,2023-12-06,,CHO,W,111,100,38,90,.422,12,25,.480,23,29,.793,21,57,23,6,6,16,16,,39,90,.433,10,37,.270,12,12,1.000,12,42,25,9,9,16,24,2024,CHI
24,23,23,2023-12-08,@,SAS,W,121,112,47,102,.461,13,28,.464,14,24,.583,24,56,27,9,2,7,19,,39,83,.470,17,42,.405,17,20,.850,10,44,35,4,9,12,20,2024,CHI
25,24,24,2023-12-11,@,MIL,L,129,133,47,114,.412,15,34,.441,20,25,.800,18,51,25,3,4,6,27,,44,86,.512,15,37,.405,30,37,.811,6,48,34,5,4,11,21,2024,CHI
26,25,25,2023-12-12,,DEN,L,106,114,36,86,.419,13,40,.325,21,23,.913,11,41,26,6,9,12,22,,39,83,.470,14,30,.467,22,32,.688,15,46,28,4,4,10,20,2024,CHI
27,26,26,2023-12-14,@,MIA,W,124,116,45,93,.484,14,36,.389,20,30,.667,11,43,32,8,2,5,23,,37,80,.463,15,34,.441,27,35,.771,8,42,26,2,1,10,20,2024,CHI
28,27,27,2023-12-16,@,MIA,L,116,118,37,77,.481,16,38,.421,26,29,.897,11,40,25,8,4,14,19,,43,83,.518,13,35,.371,19,25,.760,8,31,26,7,2,10,19,2024,CHI
29,28,28,2023-12-18,@,PHI,W,108,104,42,89,.472,12,29,.414,12,15,.800,11,45,24,7,9,10,15,,38,88,.432,11,32,.344,17,19,.895,9,44,23,8,8,12,17,2024,CHI
30,29,29,2023-12-20,,LAL,W,124,108,48,88,.545,18,34,.529,10,11,.909,7,48,25,7,6,15,15,,42,94,.447,12,37,.324,12,15,.800,8,40,27,7,7,13,11,2024,CHI
31,30,30,2023-12-21,,SAS,W,114,95,49,90,.544,7,28,.250,9,11,.818,5,36,24,11,5,11,18,,37,81,.457,10,30,.333,11,16,.688,9,41,24,6,7,19,11,2024,CHI
32,31,31,2023-12-23,,CLE,L,95,109,35,80,.438,8,35,.229,17,19,.895,5,37,23,6,5,12,22,,39,88,.443,12,45,.267,19,26,.731,15,48,28,7,4,12,16,2024,CHI
33,32,32,2023-12-26,,ATL,W,118,113,42,92,.457,7,25,.280,27,31,.871,18,48,23,10,2,8,17,,41,89,.461,13,45,.289,18,21,.857,12,40,24,6,3,15,21,2024,CHI
34,33,33,2023-12-28,,IND,L,104,120,40,97,.412,7,27,.259,17,22,.773,13,47,19,7,4,7,20,,43,85,.506,19,42,.452,15,22,.682,6,47,30,6,9,13,21,2024,CHI
35,34,34,2023-12-30,,PHI,W,105,92,40,79,.506,7,25,.280,18,30,.600,12,53,21,5,5,16,15,,36,92,.391,9,38,.237,11,15,.733,12,36,24,12,5,7,22,2024,CHI
36,35,35,2024-01-02,@,PHI,L,97,110,37,96,.385,7,37,.189,16,23,.696,19,51,17,9,7,18,21,,38,80,.475,12,30,.400,22,30,.733,6,43,28,9,6,17,22,2024,CHI
37,36,36,2024-01-03,@,NYK,L,100,116,37,89,.416,13,32,.406,13,16,.813,11,39,24,9,7,11,17,,46,89,.517,15,38,.395,9,11,.818,13,52,29,6,7,15,17,2024,CHI
38,37,37,2024-01-05,,CHO,W,104,91,40,74,.541,10,28,.357,14,17,.824,4,41,29,7,6,14,17,,36,89,.404,10,34,.294,9,12,.750,12,42,20,7,1,11,20,2024,CHI
39,38,38,2024-01-08,@,CHO,W,119,112,45,92,.489,9,26,.346,20,24,.833,12,51,27,7,7,13,18,,40,94,.426,17,42,.405,15,17,.882,14,44,26,3,7,12,22,2024,CHI
40,39,39,2024-01-10,,HOU,W,124,119,42,95,.442,19,47,.404,21,25,.840,8,46,31,9,4,14,19,,48,101,.475,11,45,.244,12,20,.600,9,50,29,9,4,14,18,2024,CHI
41,40,40,2024-01-12,,GSW,L,131,140,50,86,.581,18,40,.450,13,16,.813,6,36,31,1,3,12,21,,49,94,.521,20,47,.426,22,30,.733,13,44,39,7,4,3,16,2024,CHI
42,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2024,CHI
43,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2024,CHI
44,41,41,2024-01-13,@,SAS,W,122,116,46,90,.511,15,34,.441,15,20,.750,7,47,31,5,8,9,18,,39,95,.411,18,46,.391,20,23,.870,12,47,26,7,4,8,19,2024,CHI
45,42,42,2024-01-15,@,CLE,L,91,109,35,83,.422,9,32,.281,12,16,.750,6,43,21,8,6,18,17,,39,95,.411,20,57,.351,11,11,1.000,13,48,28,9,3,11,14,2024,CHI
46,43,43,2024-01-18,@,TOR,W,116,110,48,91,.527,6,24,.250,14,17,.824,9,42,30,7,5,10,22,,42,83,.506,10,38,.263,16,20,.800,7,38,31,7,5,14,18,2024,CHI
47,44,44,2024-01-20,,MEM,W,125,96,47,91,.516,14,33,.424,17,21,.810,13,52,32,11,5,11,18,,32,75,.427,13,42,.310,19,23,.826,3,32,28,6,4,15,13,2024,CHI
48,45,45,2024-01-22,@,PHO,L,113,115,45,93,.484,14,37,.378,9,14,.643,14,47,25,6,4,10,18,,44,85,.518,14,34,.412,13,17,.765,5,39,32,5,5,7,13,2024,CHI
49,46,46,2024-01-25,@,LAL,L,132,141,47,88,.534,12,37,.324,26,29,.897,12,39,27,7,6,16,18,,53,87,.609,20,31,.645,15,20,.750,5,30,35,10,4,12,21,2024,CHI
50,47,47,2024-01-28,@,POR,W,104,96,42,90,.467,8,32,.250,12,17,.706,5,40,27,7,10,4,19,,32,79,.405,6,33,.182,26,29,.897,7,48,22,2,5,13,21,2024,CHI
51,48,48,2024-01-30,,TOR,L,107,118,38,75,.507,11,32,.344,20,27,.741,6,33,21,9,9,17,16,,43,83,.518,14,29,.483,18,20,.900,9,38,34,10,4,19,20,2024,CHI
52,49,49,2024-01-31,@,CHO,W,117,110,45,87,.517,11,29,.379,16,22,.727,11,44,28,4,7,9,13,,40,90,.444,16,46,.348,14,17,.824,9,40,25,4,6,9,18,2024,CHI
53,50,50,2024-02-03,,SAC,L,115,123,42,91,.462,11,34,.324,20,22,.909,11,47,24,13,3,16,20,,42,84,.500,15,39,.385,24,29,.828,4,40,33,12,1,16,18,2024,CHI
54,51,51,2024-02-06,,MIN,W,129,123,45,93,.484,12,30,.400,27,32,.844,13,48,24,9,16,14,22,,42,92,.457,20,45,.444,19,26,.731,10,42,28,6,5,13,25,2024,CHI
55,52,52,2024-02-08,@,MEM,W,118,110,43,79,.544,12,26,.462,20,22,.909,8,46,24,3,4,14,16,,42,91,.462,18,46,.391,8,13,.615,9,34,26,8,4,9,24,2024,CHI
56,53,53,2024-02-10,@,ORL,L,108,114,43,99,.434,12,37,.324,10,14,.714,18,43,21,10,6,8,24,,41,88,.466,13,39,.333,19,26,.731,13,48,23,4,6,15,18,2024,CHI
57,54,54,2024-02-12,@,ATL,W,136,126,51,92,.554,13,28,.464,21,29,.724,7,43,29,6,2,6,22,,44,94,.468,14,43,.326,24,29,.828,15,49,33,4,3,11,20,2024,CHI
58,55,55,2024-02-14,@,CLE,L,105,108,38,83,.458,14,33,.424,15,17,.882,9,44,18,5,3,14,21,,40,83,.482,12,37,.324,16,21,.762,6,36,31,6,2,8,18,2024,CHI
59,56,56,2024-02-22,,BOS,L,112,129,44,94,.468,10,28,.357,14,16,.875,13,45,30,6,2,13,17,,45,83,.542,23,47,.489,16,21,.762,5,36,27,10,11,13,16,2024,CHI
60,57,57,2024-02-25,@,NOP,W,114,106,41,95,.432,13,40,.325,19,21,.905,12,49,29,12,0,9,15,,40,88,.455,16,41,.390,10,14,.714,12,49,25,5,7,19,17,2024,CHI
61,58,58,2024-02-27,,DET,L,95,105,39,98,.398,2,29,.069,15,18,.833,15,39,22,11,3,6,18,,37,75,.493,14,37,.378,17,23,.739,8,47,22,3,8,18,19,2024,CHI
62,59,59,2024-02-28,,CLE,W,132,123,44,110,.400,13,37,.351,31,38,.816,25,74,29,6,8,16,18,,45,104,.433,22,54,.407,11,19,.579,5,39,37,7,11,12,25,2024,CHI
63,60,60,2024-03-01,,MIL,L,97,113,36,86,.419,11,27,.407,14,16,.875,7,44,25,4,2,12,21,,37,86,.430,15,46,.326,24,32,.750,11,49,22,7,4,7,18,2024,CHI
64,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2024,CHI
65,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2024,CHI
66,61,61,2024-03-04,@,SAC,W,113,109,42,84,.500,11,32,.344,18,22,.818,7,32,28,9,2,9,17,,41,92,.446,11,37,.297,16,18,.889,20,51,29,6,6,17,22,2024,CHI
67,62,62,2024-03-06,@,UTA,W,119,117,45,90,.500,17,39,.436,12,15,.800,7,39,29,7,4,7,13,,44,96,.458,15,47,.319,14,16,.875,14,45,28,4,7,10,14,2024,CHI
68,63,63,2024-03-07,@,GSW,W,125,122,46,87,.529,16,36,.444,17,23,.739,7,40,29,6,5,14,22,,44,97,.454,11,42,.262,23,28,.821,13,48,31,8,2,11,22,2024,CHI
69,64,64,2024-03-09,@,LAC,L,102,112,37,86,.430,13,35,.371,15,19,.789,12,38,27,7,3,12,19,,42,84,.500,12,35,.343,16,18,.889,9,45,29,7,6,13,20,2024,CHI
70,65,65,2024-03-11,,DAL,L,92,127,35,89,.393,7,34,.206,15,22,.682,14,43,19,6,2,13,12,,51,93,.548,13,41,.317,12,15,.800,10,49,33,10,6,6,17,2024,CHI
71,66,66,2024-03-13,@,IND,W,132,129,48,92,.522,10,28,.357,26,32,.813,7,48,22,6,5,11,21,,46,99,.465,14,45,.311,23,28,.821,9,47,30,4,6,8,25,2024,CHI
72,67,67,2024-03-14,,LAC,L,111,126,41,86,.477,16,35,.457,13,16,.813,11,36,28,4,2,13,14,,48,80,.600,20,40,.500,10,14,.714,6,35,32,9,2,9,16,2024,CHI
73,68,68,2024-03-16,,WAS,W,127,98,49,85,.576,8,24,.333,21,29,.724,12,51,33,9,4,15,16,,36,84,.429,13,32,.406,13,22,.591,9,32,27,12,7,15,21,2024,CHI
74,69,69,2024-03-18,,POR,W,110,107,41,93,.441,11,33,.333,17,21,.810,13,40,26,9,5,9,21,,40,88,.455,8,28,.286,19,25,.760,13,43,21,7,5,13,24,2024,CHI
75,70,70,2024-03-21,@,HOU,L,117,127,42,93,.452,12,31,.387,21,25,.840,12,43,23,8,3,11,17,,47,93,.505,17,45,.378,16,20,.800,13,49,27,7,6,14,21,2024,CHI
76,71,71,2024-03-23,,BOS,L,113,124,47,82,.573,9,24,.375,10,11,.909,3,29,36,7,3,7,18,,44,86,.512,21,48,.438,15,17,.882,12,41,28,5,3,12,9,2024,CHI
77,72,72,2024-03-25,,WAS,L,105,107,36,87,.414,10,35,.286,23,28,.821,9,46,27,9,8,11,14,,39,97,.402,14,49,.286,15,18,.833,14,52,32,8,5,13,21,2024,CHI
78,73,73,2024-03-27,,IND,W,125,99,49,98,.500,12,27,.444,15,18,.833,13,54,28,7,5,7,19,,34,85,.400,13,42,.310,18,23,.783,12,40,25,3,4,13,23,2024,CHI
79,74,74,2024-03-29,@,BRK,L,108,125,38,75,.507,9,30,.300,23,29,.793,5,44,24,3,6,12,18,,43,91,.473,25,44,.568,14,22,.636,12,43,26,9,3,6,22,2024,CHI
80,75,75,2024-03-31,@,MIN,W,109,101,42,80,.525,17,29,.586,8,12,.667,8,43,30,11,3,16,18,,38,81,.469,11,37,.297,14,21,.667,8,37,28,12,5,13,10,2024,CHI
81,76,76,2024-04-01,,ATL,L,101,113,37,94,.394,7,28,.250,20,24,.833,16,51,17,8,2,8,17,,41,82,.500,19,40,.475,12,18,.667,8,45,29,4,5,14,21,2024,CHI
82,77,77,2024-04-05,,NYK,W,108,100,44,93,.473,7,23,.304,13,16,.813,19,57,27,11,5,16,19,,36,83,.434,10,29,.345,18,24,.750,9,38,22,9,2,17,15,2024,CHI
83,78,78,2024-04-07,@,ORL,L,98,113,38,75,.507,6,20,.300,16,22,.727,8,37,20,7,5,21,17,,42,90,.467,11,34,.324,18,19,.947,10,40,24,12,4,10,17,2024,CHI
84,79,79,2024-04-09,,NYK,L,117,128,47,88,.534,10,28,.357,13,19,.684,12,39,20,4,5,9,18,,46,83,.554,17,36,.472,19,20,.950,6,31,31,6,4,10,15,2024,CHI
85,80,80,2024-04-11,@,DET,W,127,105,51,96,.531,14,36,.389,11,15,.733,11,42,28,14,5,8,15,,38,77,.494,14,35,.400,15,23,.652,7,38,27,4,2,20,12,2024,CHI
86,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2024,CHI
87,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2024,CHI
88,81,81,2024-04-12,@,WAS,W,129,127,48,98,.490,14,35,.400,19,28,.679,17,56,28,9,6,13,25,,45,86,.523,18,43,.419,19,29,.655,4,39,32,6,5,12,22,2024,CHI
89,82,82,2024-04-14,@,NYK,L,119,120,49,101,.485,8,31,.258,13,16,.813,15,44,25,15,3,12,21,,46,91,.505,12,32,.375,16,21,.762,16,53,27,7,6,21,17,2024,CHI
0,1,1,2023-10-25,,DAL,L,119,126,46,89,.517,11,35,.314,16,22,.727,9,45,33,8,5,19,23,,47,99,.475,15,47,.319,17,23,.739,13,48,24,6,3,12,20,2024,SAS
1,2,2,2023-10-27,,HOU,W,126,122,46,94,.489,13,42,.310,21,28,.750,12,43,32,11,4,18,17,,52,100,.520,8,32,.250,10,20,.500,11,43,30,7,2,18,26,2024,SAS
2,3,3,2023-10-29,@,LAC,L,83,123,30,80,.375,11,33,.333,12,16,.750,6,37,21,9,6,25,23,,47,91,.516,16,42,.381,13,21,.619,9,48,23,15,5,16,16,2024,SAS
3,4,4,2023-10-31,@,PHO,W,115,114,43,92,.467,14,37,.378,15,20,.750,8,37,25,10,9,12,17,,42,83,.506,18,39,.462,12,15,.800,6,43,29,8,7,19,18,2024,SAS
4,5,5,2023-11-02,@,PHO,W,132,121,51,98,.520,18,37,.486,12,13,.923,9,41,37,7,5,8,21,,43,80,.538,16,32,.500,19,26,.731,5,34,26,5,4,14,15,2024,SAS
5,6,6,2023-11-05,,TOR,L,116,123,48,96,.500,10,32,.313,10,13,.769,9,46,30,7,7,17,21,,44,97,.454,19,48,.396,16,26,.615,13,47,29,12,6,14,15,2024,SAS
6,7,7,2023-11-06,@,IND,L,111,152,40,94,.426,8,26,.308,23,30,.767,12,36,26,7,5,11,15,,55,95,.579,20,38,.526,22,23,.957,9,49,38,7,4,14,24,2024,SAS
7,8,8,2023-11-08,@,NYK,L,105,126,44,90,.489,9,34,.265,8,13,.615,11,46,31,2,7,13,22,,46,100,.460,19,42,.452,15,22,.682,13,47,28,7,0,3,14,2024,SAS
8,9,9,2023-11-10,,MIN,L,110,117,43,92,.467,12,34,.353,12,19,.632,7,38,29,9,8,14,21,,43,87,.494,10,27,.370,21,27,.778,13,51,23,6,4,18,19,2024,SAS
9,10,10,2023-11-12,,MIA,L,113,118,42,91,.462,19,44,.432,10,12,.833,11,50,35,3,6,17,21,,39,89,.438,12,31,.387,28,30,.933,11,41,26,7,3,4,12,2024,SAS
10,11,11,2023-11-14,@,OKC,L,87,123,36,93,.387,9,30,.300,6,9,.667,13,43,24,7,6,24,13,,46,89,.517,15,39,.385,16,20,.800,4,40,34,19,6,15,17,2024,SAS
11,12,12,2023-11-17,,SAC,L,120,129,43,92,.467,15,36,.417,19,23,.826,6,42,33,7,3,15,21,,46,85,.541,18,42,.429,19,24,.792,4,42,31,10,2,13,22,2024,SAS
12,13,13,2023-11-18,,MEM,L,108,120,36,83,.434,15,40,.375,21,26,.808,12,40,26,5,9,15,28,,40,86,.465,11,33,.333,29,36,.806,12,45,23,7,3,12,25,2024,SAS
13,14,14,2023-11-20,,LAC,L,99,124,39,90,.433,10,38,.263,11,14,.786,13,49,23,4,7,16,17,,45,95,.474,12,36,.333,22,25,.880,10,51,30,15,3,7,10,2024,SAS
14,15,15,2023-11-22,,LAC,L,102,109,35,91,.385,11,38,.289,21,23,.913,10,44,26,8,6,13,24,,39,85,.459,9,28,.321,22,29,.759,11,50,29,10,3,16,23,2024,SAS
15,16,16,2023-11-24,@,GSW,L,112,118,45,100,.450,12,47,.255,10,12,.833,15,46,28,10,3,19,18,,40,81,.494,19,42,.452,19,24,.792,7,41,35,7,2,24,21,2024,SAS
16,17,17,2023-11-26,@,DEN,L,120,132,42,93,.452,14,37,.378,22,26,.846,10,35,34,10,6,15,22,,50,89,.562,12,28,.429,20,25,.800,11,45,38,8,3,19,25,2024,SAS
17,18,18,2023-11-30,,ATL,L,135,137,48,89,.539,18,41,.439,21,23,.913,11,47,34,4,7,21,22,,49,96,.510,14,33,.424,25,29,.862,8,37,24,14,2,10,25,2024,SAS
18,19,19,2023-12-01,@,NOP,L,106,121,38,83,.458,16,39,.410,14,17,.824,8,39,28,5,5,19,21,,42,85,.494,10,31,.323,27,29,.931,10,42,26,8,6,11,15,2024,SAS
19,20,20,2023-12-06,@,MIN,L,94,102,38,101,.376,8,36,.222,10,15,.667,13,49,23,7,4,11,17,,36,87,.414,12,40,.300,18,21,.857,11,55,20,4,10,14,16,2024,SAS
