,rk,g,date,unnamed: 3_level_1,opp,w/l,tm,opp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,unnamed: 24_level_1,opp_fg,opp_fga,opp_fg%,opp_3p,opp_3pa,opp_3p%,opp_ft,opp_fta,opp_ft%,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,season,team
54,51,51,2023-01-29,,MIA,W,122,117,45,83,.542,15,40,.375,17,22,.773,11,47,25,6,3,19,18,,45,93,.484,10,31,.323,17,23,.739,10,36,26,11,0,10,17,2023,CHO
55,52,52,2023-01-31,@,MIL,L,115,124,42,111,.378,11,39,.282,20,26,.769,18,62,27,6,6,11,24,,43,105,.410,15,44,.341,23,27,.852,16,66,18,7,8,12,21,2023,CHO
56,53,53,2023-02-02,@,CHI,L,98,114,39,93,.419,7,35,.200,13,15,.867,16,45,19,6,4,14,15,,41,79,.519,11,28,.393,21,26,.808,8,40,24,9,3,13,18,2023,CHO
57,54,54,2023-02-03,@,DET,L,112,118,40,90,.444,9,34,.265,23,30,.767,8,37,22,16,2,13,20,,44,86,.512,14,32,.438,16,23,.696,12,51,27,7,3,22,22,2023,CHO
58,55,55,2023-02-05,,ORL,L,113,119,45,83,.542,12,33,.364,11,23,.478,8,39,28,8,6,15,23,,42,91,.462,8,23,.348,27,30,.900,18,52,25,6,2,12,18,2023,CHO
59,56,56,2023-02-08,@,WAS,L,104,118,39,93,.419,9,31,.290,17,21,.810,12,40,23,11,5,7,17,,44,87,.506,15,37,.405,15,17,.882,11,52,29,4,12,16,17,2023,CHO
60,57,57,2023-02-10,@,BOS,L,116,127,45,93,.484,8,23,.348,18,26,.692,11,47,26,9,6,13,18,,44,89,.494,25,55,.455,14,17,.824,5,43,34,7,7,15,22,2023,CHO
61,58,58,2023-02-11,,DEN,L,105,119,40,85,.471,8,32,.250,17,29,.586,5,37,25,11,8,14,18,,50,99,.505,5,23,.217,14,17,.824,14,51,35,7,5,14,20,2023,CHO
62,59,59,2023-02-13,,ATL,W,144,138,53,84,.631,20,37,.541,18,23,.783,3,35,36,5,5,17,19,,53,108,.491,11,28,.393,21,21,1.000,16,42,26,9,4,12,15,2023,CHO
63,60,60,2023-02-15,,SAS,W,120,110,43,96,.448,14,35,.400,20,29,.690,15,58,26,8,12,15,17,,41,107,.383,13,38,.342,15,20,.750,20,58,24,7,6,15,24,2023,CHO
64,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,CHO
65,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,CHO
66,61,61,2023-02-24,@,MIN,W,121,113,43,92,.467,10,28,.357,25,28,.893,11,52,25,10,4,11,17,,46,93,.495,11,33,.333,10,16,.625,7,45,25,6,11,15,20,2023,CHO
67,62,62,2023-02-25,,MIA,W,108,103,38,88,.432,10,31,.323,22,27,.815,11,48,20,10,2,15,22,,32,80,.400,11,36,.306,28,34,.824,7,42,24,7,3,16,25,2023,CHO
68,63,63,2023-02-27,,DET,W,117,106,43,83,.518,13,26,.500,18,22,.818,7,46,24,8,3,16,22,,42,92,.457,3,26,.115,19,27,.704,10,39,18,12,3,9,18,2023,CHO
69,64,64,2023-03-01,,PHO,L,91,105,32,88,.364,9,33,.273,18,28,.643,12,48,20,3,7,13,17,,42,89,.472,9,25,.360,12,15,.800,5,48,30,8,9,12,22,2023,CHO
70,65,65,2023-03-03,,ORL,L,106,117,38,78,.487,9,24,.375,21,25,.840,8,34,25,11,4,21,20,,46,86,.535,10,26,.385,15,19,.789,13,42,21,9,4,18,24,2023,CHO
71,66,66,2023-03-05,@,BRK,L,86,102,33,88,.375,8,30,.267,12,15,.800,5,49,17,2,3,10,19,,36,92,.391,12,43,.279,18,22,.818,8,52,21,5,9,5,12,2023,CHO
72,67,67,2023-03-07,@,NYK,W,112,105,42,85,.494,12,32,.375,16,21,.762,10,42,27,2,5,10,20,,38,89,.427,11,40,.275,18,24,.750,10,39,18,3,4,8,18,2023,CHO
73,68,68,2023-03-09,@,DET,W,113,103,43,86,.500,8,24,.333,19,32,.594,13,44,24,11,9,12,18,,40,89,.449,7,21,.333,16,20,.800,17,48,20,5,4,19,22,2023,CHO
74,69,69,2023-03-11,,UTA,L,111,119,40,98,.408,17,40,.425,14,15,.933,11,43,24,5,14,7,15,,46,103,.447,9,32,.281,18,20,.900,20,60,22,4,4,11,17,2023,CHO
75,70,70,2023-03-12,,CLE,L,108,114,41,80,.513,10,21,.476,16,22,.727,7,43,25,8,5,19,26,,41,87,.471,7,27,.259,25,34,.735,11,40,18,8,3,10,22,2023,CHO
76,71,71,2023-03-14,,CLE,L,104,120,43,76,.566,6,23,.261,12,15,.800,6,40,28,3,8,19,18,,45,88,.511,14,30,.467,16,19,.842,8,30,29,8,6,8,19,2023,CHO
77,72,72,2023-03-17,,PHI,L,82,121,29,86,.337,5,35,.143,19,26,.731,7,35,20,10,6,13,16,,46,92,.500,10,32,.313,19,25,.760,14,62,24,9,9,13,19,2023,CHO
78,73,73,2023-03-20,,IND,W,115,109,41,90,.456,10,31,.323,23,32,.719,10,37,26,12,6,11,22,,37,82,.451,9,26,.346,26,34,.765,13,48,27,5,6,21,26,2023,CHO
79,74,74,2023-03-23,@,NOP,L,96,115,38,83,.458,9,37,.243,11,16,.688,4,38,24,8,4,17,17,,45,98,.459,11,34,.324,14,15,.933,11,52,26,11,0,11,14,2023,CHO
80,75,75,2023-03-24,@,DAL,W,117,109,43,89,.483,11,28,.393,20,27,.741,6,43,32,7,4,8,17,,41,84,.488,9,36,.250,18,24,.750,7,45,25,3,4,10,19,2023,CHO
81,76,76,2023-03-26,,DAL,W,110,104,39,88,.443,12,29,.414,20,24,.833,14,58,27,6,2,14,18,,32,84,.381,19,49,.388,21,22,.955,3,37,18,8,7,8,24,2023,CHO
82,77,77,2023-03-28,@,OKC,W,137,134,52,94,.553,14,35,.400,19,30,.633,15,52,34,6,7,18,24,,50,96,.521,11,30,.367,23,29,.793,7,39,25,11,3,11,21,2023,CHO
83,78,78,2023-03-31,,CHI,L,91,121,35,77,.455,14,37,.378,7,10,.700,4,36,27,3,5,21,21,,45,88,.511,13,31,.419,18,22,.818,9,42,25,12,4,7,13,2023,CHO
84,79,79,2023-04-02,,TOR,L,108,128,42,85,.494,15,31,.484,9,13,.692,10,37,26,3,4,17,11,,56,104,.538,8,28,.286,8,8,1.000,15,45,38,8,6,7,14,2023,CHO
85,80,80,2023-04-04,,TOR,L,100,120,36,77,.468,12,31,.387,16,19,.842,6,42,27,3,4,17,22,,42,88,.477,15,33,.455,21,28,.750,10,41,27,13,7,6,18,2023,CHO
86,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,CHO
87,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,CHO
88,81,81,2023-04-07,,HOU,L,109,112,38,88,.432,13,41,.317,20,27,.741,7,41,22,10,9,17,21,,42,89,.472,7,21,.333,21,28,.750,14,48,21,11,9,18,23,2023,CHO
89,82,82,2023-04-09,@,CLE,W,106,95,37,81,.457,6,32,.188,26,30,.867,10,49,23,8,5,18,14,,35,89,.393,10,37,.270,15,16,.938,11,44,27,9,5,16,24,2023,CHO
0,1,1,2022-10-19,@,ATL,L,107,117,42,98,.429,9,35,.257,14,15,.933,15,54,25,4,3,15,20,,45,90,.500,7,25,.280,20,24,.833,4,38,30,12,5,9,18,2023,HOU
1,2,2,2022-10-21,,MEM,L,122,129,44,93,.473,16,35,.457,18,30,.600,13,45,18,4,6,14,22,,45,98,.459,19,42,.452,20,29,.690,17,50,26,8,10,12,21,2023,HOU
2,3,3,2022-10-22,@,MIL,L,105,125,36,93,.387,16,37,.432,17,22,.773,15,47,20,9,6,12,22,,48,85,.565,16,31,.516,13,21,.619,8,47,29,6,10,16,22,2023,HOU
3,4,4,2022-10-24,,UTA,W,114,108,38,90,.422,11,35,.314,27,32,.844,17,47,17,7,7,15,20,,44,93,.473,11,32,.344,9,16,.563,18,49,23,8,10,20,27,2023,HOU
4,5,5,2022-10-26,@,UTA,L,101,109,36,94,.383,11,40,.275,18,24,.750,14,49,19,7,2,19,30,,38,90,.422,13,45,.289,20,30,.667,11,53,28,11,5,15,28,2023,HOU
5,6,6,2022-10-28,@,POR,L,111,125,40,94,.426,14,38,.368,17,21,.810,13,39,23,10,6,15,18,,48,90,.533,13,35,.371,16,20,.800,11,45,30,9,6,15,19,2023,HOU
6,7,7,2022-10-30,@,PHO,L,109,124,38,87,.437,11,34,.324,22,26,.846,17,49,18,7,1,15,25,,45,84,.536,12,40,.300,22,30,.733,10,36,29,9,8,11,22,2023,HOU
7,8,8,2022-10-31,@,LAC,L,93,95,34,88,.386,8,28,.286,17,23,.739,7,44,17,9,8,13,16,,37,87,.425,9,36,.250,12,17,.706,8,46,23,7,10,13,18,2023,HOU
8,9,9,2022-11-02,,LAC,L,101,109,37,88,.420,11,38,.289,16,21,.762,16,50,17,9,5,19,22,,41,84,.488,12,33,.364,15,19,.789,9,43,20,10,6,14,20,2023,HOU
9,10,10,2022-11-05,@,MIN,L,117,129,40,84,.476,16,38,.421,21,31,.677,12,33,27,10,0,22,18,,49,80,.613,15,33,.455,16,20,.800,9,36,38,11,5,24,27,2023,HOU
10,11,11,2022-11-07,@,ORL,W,134,127,46,87,.529,24,48,.500,18,25,.720,14,40,31,9,6,20,23,,45,82,.549,12,25,.480,25,31,.806,11,37,27,7,4,19,25,2023,HOU
11,12,12,2022-11-09,@,TOR,L,109,116,37,84,.440,9,35,.257,26,31,.839,16,49,29,9,7,16,18,,42,102,.412,15,44,.341,17,20,.850,22,50,19,12,9,13,26,2023,HOU
12,13,13,2022-11-12,@,NOP,L,106,119,40,79,.506,12,36,.333,14,18,.778,10,43,24,7,4,26,23,,42,86,.488,8,29,.276,27,31,.871,12,36,28,13,1,12,23,2023,HOU
13,14,14,2022-11-14,,LAC,L,106,122,39,86,.453,9,30,.300,19,31,.613,10,40,20,11,3,14,22,,41,81,.506,14,38,.368,26,33,.788,9,44,25,6,4,16,23,2023,HOU
14,15,15,2022-11-16,@,DAL,W,101,92,35,75,.467,10,22,.455,21,24,.875,9,56,21,1,19,20,19,,31,102,.304,12,55,.218,18,19,.947,13,38,21,9,2,6,19,2023,HOU
15,16,16,2022-11-18,,IND,L,91,99,29,86,.337,6,28,.214,27,32,.844,14,49,15,8,4,17,24,,33,82,.402,12,41,.293,21,27,.778,12,45,25,8,10,15,26,2023,HOU
16,17,17,2022-11-20,,GSW,L,120,127,41,90,.456,15,45,.333,23,27,.852,12,45,24,13,1,12,12,,46,86,.535,24,47,.511,11,15,.733,8,40,38,8,5,17,22,2023,HOU
17,18,18,2022-11-25,,ATL,W,128,122,41,87,.471,12,35,.343,34,41,.829,22,59,25,9,4,21,29,,39,82,.476,15,39,.385,29,36,.806,6,28,14,9,6,13,26,2023,HOU
18,19,19,2022-11-26,,OKC,W,118,105,45,86,.523,18,36,.500,10,14,.714,11,53,25,9,3,24,19,,38,97,.392,10,44,.227,19,23,.826,16,41,19,12,3,15,15,2023,HOU
19,20,20,2022-11-28,@,DEN,L,113,129,39,85,.459,16,44,.364,19,25,.760,12,37,25,4,2,17,20,,50,88,.568,12,30,.400,17,20,.850,13,43,31,8,4,14,22,2023,HOU
20,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,HOU
21,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,HOU
22,21,21,2022-11-30,@,DEN,L,100,120,37,88,.420,12,41,.293,14,18,.778,10,39,18,5,6,14,20,,44,83,.530,17,32,.531,15,20,.750,8,42,30,6,8,11,21,2023,HOU
23,22,22,2022-12-02,@,PHO,W,122,121,40,81,.494,8,24,.333,34,43,.791,13,41,19,12,2,16,22,,45,85,.529,17,37,.459,14,19,.737,9,37,30,9,5,17,28,2023,HOU
24,23,23,2022-12-03,@,GSW,L,101,120,40,91,.440,3,28,.107,18,20,.900,14,45,17,6,4,15,14,,45,85,.529,25,52,.481,5,10,.500,6,35,34,8,5,13,24,2023,HOU
25,24,24,2022-12-05,,PHI,W,132,123,42,94,.447,14,39,.359,34,44,.773,16,51,19,9,3,19,27,,39,87,.448,17,36,.472,28,36,.778,11,39,23,10,6,19,34,2023,HOU
26,25,25,2022-12-08,@,SAS,L,109,118,44,98,.449,10,29,.345,11,15,.733,16,42,23,3,4,14,19,,46,83,.554,13,36,.361,13,15,.867,7,38,25,5,7,16,19,2023,HOU
27,26,26,2022-12-11,,MIL,W,97,92,40,91,.440,6,27,.222,11,12,.917,10,49,23,11,8,12,17,,33,90,.367,12,43,.279,14,18,.778,13,52,18,5,6,15,12,2023,HOU
28,27,27,2022-12-13,,PHO,W,111,97,34,81,.420,12,35,.343,31,34,.912,17,67,16,6,9,22,21,,33,103,.320,13,51,.255,18,19,.947,18,44,22,13,7,9,24,2023,HOU
29,28,28,2022-12-15,,MIA,L,108,111,44,94,.468,9,33,.273,11,17,.647,18,51,22,10,4,14,19,,39,88,.443,16,47,.340,17,23,.739,14,40,21,10,6,14,19,2023,HOU
30,29,29,2022-12-17,,POR,L,95,107,36,90,.400,3,29,.103,20,29,.690,18,51,19,7,6,15,18,,40,85,.471,13,36,.361,14,19,.737,10,36,20,8,4,12,20,2023,HOU
31,30,30,2022-12-19,,SAS,L,105,124,40,94,.426,5,24,.208,20,31,.645,16,41,23,13,3,11,16,,46,83,.554,17,34,.500,15,19,.789,9,46,30,6,6,19,23,2023,HOU
32,31,31,2022-12-21,,ORL,L,110,116,41,88,.466,17,43,.395,11,17,.647,9,49,22,6,4,16,23,,41,91,.451,11,37,.297,23,33,.697,11,45,19,11,6,11,18,2023,HOU
33,32,32,2022-12-23,,DAL,L,106,112,37,81,.457,8,26,.308,24,28,.857,12,45,26,9,3,14,21,,36,80,.450,16,44,.364,24,27,.889,7,34,20,10,7,14,21,2023,HOU
34,33,33,2022-12-26,@,CHI,W,133,118,50,90,.556,17,44,.386,16,22,.727,8,45,28,7,5,12,15,,45,92,.489,13,35,.371,15,21,.714,8,35,27,6,2,8,19,2023,HOU
35,34,34,2022-12-27,@,BOS,L,102,126,38,95,.400,14,45,.311,12,14,.857,13,49,24,5,2,13,16,,43,91,.473,20,56,.357,20,23,.870,9,49,32,8,5,10,14,2023,HOU
36,35,35,2022-12-29,@,DAL,L,114,129,38,86,.442,12,34,.353,26,37,.703,12,48,21,5,0,12,23,,47,91,.516,18,45,.400,17,25,.680,6,44,30,7,8,8,26,2023,HOU
37,36,36,2022-12-31,,NYK,L,88,108,29,77,.377,14,46,.304,16,23,.696,12,52,20,4,6,24,24,,35,90,.389,15,51,.294,23,32,.719,16,46,20,10,5,10,20,2023,HOU
38,37,37,2023-01-02,,DAL,L,106,111,38,82,.463,9,29,.310,21,29,.724,8,46,21,4,4,10,28,,34,81,.420,13,43,.302,30,34,.882,8,41,19,8,6,8,19,2023,HOU
39,38,38,2023-01-04,@,NOP,L,108,119,39,88,.443,12,38,.316,18,27,.667,12,43,25,10,4,13,22,,41,89,.461,14,38,.368,23,26,.885,15,51,25,6,6,14,19,2023,HOU
40,39,39,2023-01-05,,UTA,L,114,131,38,92,.413,15,42,.357,23,26,.885,14,49,19,4,3,14,21,,46,93,.495,19,48,.396,20,21,.952,9,42,33,10,5,8,20,2023,HOU
41,40,40,2023-01-08,,MIN,L,96,104,38,89,.427,11,36,.306,9,15,.600,12,41,26,8,7,18,19,,38,80,.475,10,28,.357,18,22,.818,9,44,23,8,4,17,18,2023,HOU
42,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,HOU
43,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,HOU
44,41,41,2023-01-11,@,SAC,L,115,135,44,96,.458,16,41,.390,11,17,.647,8,48,30,7,3,13,23,,45,94,.479,19,48,.396,26,31,.839,9,45,28,4,4,9,19,2023,HOU
45,42,42,2023-01-13,@,SAC,L,114,139,43,91,.473,12,37,.324,16,25,.640,12,34,23,10,4,15,24,,47,86,.547,20,40,.500,25,29,.862,14,46,34,10,8,14,19,2023,HOU
46,43,43,2023-01-15,@,LAC,L,100,121,38,84,.452,7,31,.226,17,23,.739,10,39,22,8,6,20,17,,46,88,.523,14,32,.438,15,21,.714,11,44,21,13,6,15,16,2023,HOU
47,44,44,2023-01-16,@,LAL,L,132,140,49,100,.490,11,30,.367,23,31,.742,17,48,28,0,7,8,25,,49,91,.538,12,33,.364,30,35,.857,9,39,23,4,5,2,19,2023,HOU
48,45,45,2023-01-18,,CHO,L,117,122,46,91,.505,10,32,.313,15,20,.750,12,47,21,4,5,19,22,,48,96,.500,9,36,.250,17,25,.680,11,37,27,14,10,9,20,2023,HOU
49,46,46,2023-01-21,@,MIN,L,104,113,38,79,.481,9,24,.375,19,33,.576,15,56,24,4,6,21,19,,38,83,.458,17,41,.415,20,24,.833,3,30,20,12,9,11,26,2023,HOU
50,47,47,2023-01-23,,MIN,W,119,114,44,88,.500,11,30,.367,20,30,.667,12,47,24,11,5,20,15,,41,91,.451,16,42,.381,16,22,.727,12,41,19,8,7,19,22,2023,HOU
51,48,48,2023-01-25,,WAS,L,103,108,42,97,.433,5,28,.179,14,20,.700,17,57,29,5,10,14,15,,39,98,.398,12,38,.316,18,23,.783,15,48,27,13,7,7,16,2023,HOU
52,49,49,2023-01-26,,CLE,L,95,113,39,76,.513,5,21,.238,12,20,.600,10,46,24,5,6,22,20,,40,87,.460,15,36,.417,18,22,.818,11,36,29,12,4,9,16,2023,HOU
53,50,50,2023-01-28,@,DET,W,117,114,44,92,.478,8,27,.296,21,27,.778,16,48,20,8,4,17,20,,38,83,.458,14,38,.368,24,31,.774,8,35,23,10,5,16,25,2023,HOU
54,51,51,2023-02-01,,OKC,W,112,106,41,94,.436,7,23,.304,23,31,.742,24,65,20,6,12,17,20,,38,103,.369,12,43,.279,18,22,.818,24,52,22,11,6,10,23,2023,HOU
55,52,52,2023-02-03,,TOR,L,111,117,40,80,.500,7,21,.333,24,33,.727,6,40,22,5,4,13,26,,41,90,.456,15,39,.385,20,27,.741,13,43,21,9,7,9,25,2023,HOU
56,53,53,2023-02-04,@,OKC,L,121,153,45,89,.506,10,30,.333,21,27,.778,9,34,29,4,8,15,18,,56,97,.577,21,46,.457,20,23,.870,9,42,39,11,6,8,19,2023,HOU
57,54,54,2023-02-06,,SAC,L,120,140,44,88,.500,13,32,.406,19,24,.792,11,39,27,5,4,13,15,,52,89,.584,21,41,.512,15,18,.833,7,35,38,9,5,10,22,2023,HOU
58,55,55,2023-02-08,,SAC,L,128,130,47,86,.547,10,22,.455,24,28,.857,15,44,25,4,7,19,21,,46,92,.500,10,30,.333,28,30,.933,10,31,29,10,4,9,15,2023,HOU
59,56,56,2023-02-10,@,MIA,L,95,97,35,84,.417,7,30,.233,18,24,.750,10,47,23,11,4,16,21,,32,77,.416,12,38,.316,21,22,.955,6,40,21,11,6,16,23,2023,HOU
60,57,57,2023-02-13,@,PHI,L,104,123,35,86,.407,6,24,.250,28,31,.903,15,42,17,10,2,17,15,,46,82,.561,15,34,.441,16,17,.941,7,38,26,11,7,16,24,2023,HOU
61,58,58,2023-02-15,@,OKC,L,96,133,30,89,.337,10,37,.270,26,38,.684,14,47,20,5,7,17,33,,42,87,.483,9,34,.265,40,47,.851,10,49,21,8,4,10,21,2023,HOU
62,59,59,2023-02-24,@,GSW,L,101,116,36,92,.391,11,35,.314,18,22,.818,13,44,23,12,3,7,18,,37,78,.474,26,54,.481,16,18,.889,7,47,27,3,3,18,20,2023,HOU
63,60,60,2023-02-26,@,POR,L,114,131,45,100,.450,7,26,.269,17,25,.680,18,48,24,7,2,13,26,,42,77,.545,20,39,.513,27,35,.771,6,37,20,7,7,13,21,2023,HOU
64,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,HOU
65,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,HOU
66,61,61,2023-02-28,,DEN,L,112,133,48,97,.495,9,31,.290,7,10,.700,10,40,33,5,6,13,16,,53,92,.576,16,37,.432,11,16,.688,11,43,40,8,5,11,10,2023,HOU
67,62,62,2023-03-01,,MEM,L,99,113,36,90,.400,11,34,.324,16,25,.640,17,49,17,4,5,12,18,,40,83,.482,17,41,.415,16,19,.842,8,44,27,6,9,7,21,2023,HOU
68,63,63,2023-03-04,@,SAS,W,122,110,49,87,.563,8,23,.348,16,22,.727,14,45,26,9,5,14,24,,38,86,.442,15,37,.405,19,20,.950,13,42,24,9,3,14,20,2023,HOU
69,64,64,2023-03-05,,SAS,W,142,110,52,85,.612,13,24,.542,25,29,.862,6,44,29,10,3,12,20,,43,93,.462,11,34,.324,13,21,.619,13,35,23,5,4,15,20,2023,HOU
70,65,65,2023-03-07,,BRK,L,96,118,36,83,.434,7,26,.269,17,24,.708,15,48,14,6,1,19,22,,40,81,.494,15,40,.375,23,29,.793,5,36,23,12,7,12,21,2023,HOU
71,66,66,2023-03-09,@,IND,L,125,134,49,107,.458,6,17,.353,21,29,.724,20,58,18,6,6,16,22,,48,100,.480,18,45,.400,20,21,.952,8,42,34,12,15,11,21,2023,HOU
72,67,67,2023-03-11,,CHI,L,111,119,41,85,.482,16,34,.471,13,17,.765,6,33,28,10,3,16,19,,44,86,.512,15,32,.469,16,22,.727,13,44,25,7,9,14,17,2023,HOU
73,68,68,2023-03-13,,BOS,W,111,109,40,90,.444,11,35,.314,20,27,.741,15,48,27,9,2,10,21,,39,87,.448,12,42,.286,19,21,.905,10,38,19,7,5,13,22,2023,HOU
74,69,69,2023-03-15,,LAL,W,114,110,47,89,.528,8,29,.276,12,19,.632,16,51,22,5,3,17,29,,34,90,.378,11,44,.250,31,37,.838,11,36,21,7,3,8,17,2023,HOU
75,70,70,2023-03-17,,NOP,W,114,112,43,88,.489,11,32,.344,17,24,.708,15,52,20,9,3,12,19,,39,82,.476,12,28,.429,22,25,.880,8,35,22,8,5,9,17,2023,HOU
76,71,71,2023-03-19,,NOP,L,107,117,31,76,.408,9,33,.273,36,38,.947,8,36,15,4,2,12,22,,42,85,.494,13,31,.419,20,24,.833,10,39,28,7,4,10,23,2023,HOU
77,72,72,2023-03-20,,GSW,L,108,121,39,93,.419,10,36,.278,20,24,.833,13,41,14,14,2,17,14,,44,88,.500,17,48,.354,16,19,.842,16,48,31,12,6,18,14,2023,HOU
78,73,73,2023-03-22,@,MEM,L,125,130,48,93,.516,12,33,.364,17,23,.739,20,48,27,6,3,16,25,,45,87,.517,12,36,.333,28,33,.848,12,36,27,8,4,10,21,2023,HOU
79,74,74,2023-03-24,@,MEM,L,114,151,47,87,.540,7,23,.304,13,21,.619,10,38,25,7,3,15,14,,57,93,.613,25,42,.595,12,14,.857,5,35,36,12,7,10,19,2023,HOU
80,75,75,2023-03-26,@,CLE,L,91,108,35,80,.438,6,25,.240,15,18,.833,12,36,20,6,1,16,22,,39,83,.470,9,30,.300,21,24,.875,13,41,20,5,7,9,16,2023,HOU
81,76,76,2023-03-27,@,NYK,L,115,137,42,87,.483,7,26,.269,24,29,.828,13,40,24,6,4,14,18,,50,86,.581,17,39,.436,20,28,.714,7,39,35,11,8,10,20,2023,HOU
82,77,77,2023-03-29,@,BRK,L,114,123,46,98,.469,9,30,.300,13,21,.619,20,52,21,9,2,10,18,,44,82,.537,17,35,.486,18,27,.667,8,41,33,4,9,12,18,2023,HOU
83,78,78,2023-03-31,,DET,W,121,115,38,83,.458,11,31,.355,34,45,.756,14,46,18,9,5,12,24,,43,89,.483,11,35,.314,18,27,.667,13,40,24,7,7,12,28,2023,HOU
84,79,79,2023-04-02,,LAL,L,109,134,44,102,.431,13,34,.382,8,10,.800,16,44,23,4,4,8,18,,52,93,.559,9,30,.300,21,28,.750,11,51,36,4,8,5,9,2023,HOU
85,80,80,2023-04-04,,DEN,W,124,103,47,102,.461,12,31,.387,18,24,.750,20,55,23,12,3,13,16,,41,87,.471,11,36,.306,10,18,.556,13,47,26,9,13,20,18,2023,HOU
86,,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,HOU
87,Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,HOU
88,81,81,2023-04-07,@,CHO,W,112,109,42,89,.472,7,21,.333,21,28,.750,14,48,21,11,9,18,23,,38,88,.432,13,41,.317,20,27,.741,7,41,22,10,9,17,21,2023,HOU
89,82,82,2023-04-09,@,WAS,W,114,109,44,90,.489,6,21,.286,20,28,.714,13,51,24,8,6,15,15,,41,97,.423,14,45,.311,13,21,.619,14,51,28,11,5,12,21,2023,HOU
0,1,1,2022-10-19,,ORL,W,113,109,40,94,.426,14,38,.368,19,24,.792,12,41,31,11,4,12,21,,42,86,.488,11,30,.367,14,19,.737,10,48,21,5,5,18,24,2023,DET
1,2,2,2022-10-21,@,NYK,L,106,130,39,90,.433,9,36,.250,19,32,.594,13,49,26,6,2,15,21,,50,95,.526,16,38,.421,14,22,.636,11,50,29,4,6,12,26,2023,DET
2,3,3,2022-10-22,@,IND,L,115,124,37,95,.389,18,42,.429,23,30,.767,17,53,26,5,3,13,20,,45,103,.437,16,42,.381,18,24,.750,20,59,28,7,15,11,21,2023,DET
