,id,rk,g,date,unnamed: 3_level_1,opp,w/l,tm,opp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg%,opp_3p,opp_3pa,opp_3p%,opp_ft,opp_fta,opp_ft%,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,season,team
3652,52,49,49,2023-01-24,,CLE,W,105,103,37,75,.493,17,33,.515,14,21,.667,9,42,25,4,3,15,18,40,87,.460,12,33,.364,11,16,.688,10,41,29,8,4,10,19,2023,NYK
3653,53,50,50,2023-01-26,@,BOS,W,120,117,44,96,.458,13,38,.342,19,23,.826,10,50,17,5,5,8,20,41,100,.410,16,46,.348,19,23,.826,15,54,22,4,4,13,19,2023,NYK
3654,54,51,51,2023-01-28,@,BRK,L,115,122,45,88,.511,10,28,.357,15,19,.789,14,45,19,4,4,10,14,46,87,.529,22,40,.550,8,14,.571,9,35,31,5,3,8,17,2023,NYK
3655,55,52,52,2023-01-31,,LAL,L,123,129,44,98,.449,7,34,.206,28,32,.875,13,45,27,6,3,9,24,48,93,.516,11,33,.333,22,31,.710,11,44,29,6,1,14,23,2023,NYK
3656,56,53,53,2023-02-02,,MIA,W,106,104,40,83,.482,12,36,.333,14,18,.778,11,44,25,8,0,17,17,39,87,.448,13,36,.361,13,16,.813,9,33,24,8,3,10,15,2023,NYK
3657,57,54,54,2023-02-04,,LAC,L,128,134,45,94,.479,18,40,.450,20,26,.769,10,46,30,6,3,10,30,44,92,.478,16,37,.432,30,35,.857,9,46,24,8,4,13,20,2023,NYK
3658,58,55,55,2023-02-05,,PHI,W,108,97,34,79,.430,12,36,.333,28,39,.718,14,49,21,5,1,9,28,30,74,.405,7,25,.280,30,36,.833,8,44,23,4,4,11,23,2023,NYK
3659,59,56,56,2023-02-07,@,ORL,W,102,98,37,81,.457,15,43,.349,13,19,.684,11,43,21,6,2,10,22,37,79,.468,6,25,.240,18,24,.750,9,41,23,4,4,11,19,2023,NYK
3660,60,57,57,2023-02-10,@,PHI,L,108,119,43,81,.531,11,32,.344,11,16,.688,4,35,23,1,5,12,17,44,84,.524,14,38,.368,17,22,.773,6,40,27,8,2,6,15,2023,NYK
3661,61,58,58,2023-02-11,,UTA,W,126,120,43,95,.453,12,36,.333,28,38,.737,20,52,18,6,4,6,24,45,88,.511,9,32,.281,21,28,.750,11,38,23,3,7,10,24,2023,NYK
3662,62,59,59,2023-02-13,,BRK,W,124,106,45,82,.549,15,34,.441,19,26,.731,6,38,18,4,3,8,24,35,78,.449,12,29,.414,24,33,.727,10,39,18,3,3,10,19,2023,NYK
3663,63,60,60,2023-02-15,@,ATL,W,122,101,45,96,.469,14,43,.326,18,22,.818,10,55,16,2,4,9,21,40,97,.412,5,26,.192,16,21,.762,8,40,25,6,7,4,18,2023,NYK
3666,66,61,61,2023-02-24,@,WAS,W,115,109,45,92,.489,12,29,.414,13,16,.813,12,43,21,9,2,12,17,39,79,.494,19,44,.432,12,12,1.000,3,34,25,6,6,17,20,2023,NYK
3667,67,62,62,2023-02-25,,NOP,W,128,106,45,88,.511,19,48,.396,19,23,.826,11,54,24,1,7,19,22,40,102,.392,8,38,.211,18,21,.857,13,39,25,11,0,7,15,2023,NYK
3668,68,63,63,2023-02-27,,BOS,W,109,94,37,78,.474,12,31,.387,23,34,.676,7,44,20,6,3,11,11,37,84,.440,9,42,.214,11,14,.786,7,35,21,5,8,11,22,2023,NYK
3669,69,64,64,2023-03-01,,BRK,W,142,118,54,89,.607,20,35,.571,14,21,.667,7,46,28,5,3,16,21,42,90,.467,15,39,.385,19,20,.950,5,31,26,6,5,12,21,2023,NYK
3670,70,65,65,2023-03-03,@,MIA,W,122,120,47,81,.580,17,41,.415,11,17,.647,6,34,23,8,4,11,23,39,81,.481,12,25,.480,30,32,.938,11,39,23,7,2,12,17,2023,NYK
3671,71,66,66,2023-03-05,@,BOS,W,131,129,47,95,.495,15,41,.366,22,32,.688,11,54,18,7,4,19,27,43,109,.394,21,59,.356,22,25,.880,17,54,27,8,5,16,28,2023,NYK
3672,72,67,67,2023-03-07,,CHO,L,105,112,38,89,.427,11,40,.275,18,24,.750,10,39,18,3,4,8,18,42,85,.494,12,32,.375,16,21,.762,10,42,27,2,5,10,20,2023,NYK
3673,73,68,68,2023-03-09,@,SAC,L,117,122,42,101,.416,13,50,.260,20,31,.645,23,58,27,8,1,13,25,44,84,.524,10,32,.313,24,32,.750,6,42,28,10,3,12,21,2023,NYK
3674,74,69,69,2023-03-11,@,LAC,L,95,106,32,90,.356,7,31,.226,24,27,.889,20,54,21,5,3,9,17,42,87,.483,10,30,.333,12,16,.750,7,39,22,3,4,8,20,2023,NYK
3675,75,70,70,2023-03-12,@,LAL,W,112,108,42,88,.477,11,37,.297,17,21,.810,12,46,18,8,3,11,18,43,89,.483,12,36,.333,10,17,.588,10,37,24,6,2,11,17,2023,NYK
3676,76,71,71,2023-03-14,@,POR,W,123,107,42,81,.519,15,35,.429,24,34,.706,9,52,23,8,8,12,13,38,99,.384,17,45,.378,14,18,.778,11,38,22,8,3,10,19,2023,NYK
3677,77,72,72,2023-03-18,,DEN,W,116,110,41,83,.494,9,32,.281,25,28,.893,15,43,23,9,4,12,16,43,84,.512,12,33,.364,12,15,.800,6,33,30,3,2,13,21,2023,NYK
3678,78,73,73,2023-03-20,,MIN,L,134,140,48,85,.565,14,28,.500,24,28,.857,7,34,26,7,3,16,22,51,83,.614,14,24,.583,24,32,.750,7,34,34,9,4,15,24,2023,NYK
3679,79,74,74,2023-03-22,@,MIA,L,120,127,42,82,.512,16,40,.400,20,25,.800,9,42,29,7,5,16,25,45,79,.570,16,28,.571,21,26,.808,2,29,28,9,1,10,18,2023,NYK
3680,80,75,75,2023-03-23,@,ORL,L,106,111,37,88,.420,12,40,.300,20,26,.769,13,44,26,8,8,13,15,40,87,.460,13,32,.406,18,21,.857,8,43,25,8,7,14,19,2023,NYK
3681,81,76,76,2023-03-27,,HOU,W,137,115,50,86,.581,17,39,.436,20,28,.714,7,39,35,11,8,10,20,42,87,.483,7,26,.269,24,29,.828,13,40,24,6,4,14,18,2023,NYK
3682,82,77,77,2023-03-29,,MIA,W,101,92,38,76,.500,13,31,.419,12,23,.522,9,47,22,8,3,15,14,35,79,.443,13,39,.333,9,14,.643,6,35,20,5,0,11,18,2023,NYK
3683,83,78,78,2023-03-31,@,CLE,W,130,116,49,93,.527,17,36,.472,15,24,.625,16,48,24,6,5,7,12,44,86,.512,17,37,.459,11,13,.846,3,33,33,2,9,10,21,2023,NYK
3684,84,79,79,2023-04-02,,WAS,W,118,109,46,88,.523,13,32,.406,13,18,.722,7,39,31,12,4,11,17,39,79,.494,16,37,.432,15,18,.833,5,38,26,9,5,18,18,2023,NYK
3685,85,80,80,2023-04-05,@,IND,W,138,129,52,100,.520,18,46,.391,16,25,.640,20,52,34,13,8,14,21,45,87,.517,15,30,.500,24,30,.800,10,37,33,6,5,17,17,2023,NYK
3688,88,81,81,2023-04-07,@,NOP,L,105,113,38,88,.432,14,43,.326,15,20,.750,7,37,19,5,2,9,17,42,79,.532,10,28,.357,19,20,.950,4,43,27,4,7,12,17,2023,NYK
3689,89,82,82,2023-04-09,,IND,L,136,141,52,108,.481,15,40,.375,17,22,.773,19,53,29,8,8,15,24,46,89,.517,19,34,.559,30,38,.789,8,44,33,8,9,15,24,2023,NYK
3690,0,1,1,2022-10-19,@,UTA,L,102,123,40,83,.482,5,22,.227,17,18,.944,10,35,21,10,3,21,23,42,83,.506,16,38,.421,23,31,.742,11,43,27,10,1,19,21,2023,DEN
3691,1,2,2,2022-10-21,@,GSW,W,128,123,46,86,.535,15,34,.441,21,25,.840,12,41,30,10,2,20,22,42,88,.477,15,44,.341,24,27,.889,7,35,34,10,3,18,23,2023,DEN
3692,2,3,3,2022-10-22,,OKC,W,122,117,42,85,.494,20,38,.526,18,31,.581,9,46,33,5,6,18,21,42,94,.447,15,38,.395,18,23,.783,10,47,29,10,5,12,27,2023,DEN
3693,3,4,4,2022-10-24,@,POR,L,110,135,45,91,.495,12,31,.387,8,14,.571,10,38,28,4,1,8,28,48,83,.578,16,35,.457,23,31,.742,9,45,23,3,6,8,15,2023,DEN
3694,4,5,5,2022-10-26,,LAL,W,110,99,42,92,.457,9,34,.265,17,21,.810,9,54,34,12,5,11,17,40,90,.444,8,30,.267,11,16,.688,7,47,25,8,4,14,16,2023,DEN
3695,5,6,6,2022-10-28,,UTA,W,117,101,39,85,.459,17,37,.459,22,34,.647,17,58,18,2,4,12,18,38,91,.418,10,39,.256,15,19,.789,8,38,24,7,8,9,30,2023,DEN
3696,6,7,7,2022-10-30,@,LAL,L,110,121,41,96,.427,15,40,.375,13,18,.722,13,48,24,3,8,9,15,46,96,.479,13,30,.433,16,20,.800,13,51,24,5,5,8,17,2023,DEN
3697,7,8,8,2022-11-03,@,OKC,W,122,110,45,84,.536,18,31,.581,14,16,.875,8,47,32,5,2,18,15,45,93,.484,6,29,.207,14,19,.737,10,40,19,9,5,10,19,2023,DEN
3698,8,9,9,2022-11-05,,SAS,W,126,101,53,87,.609,15,29,.517,5,10,.500,10,47,37,10,0,16,15,39,80,.488,12,30,.400,11,19,.579,6,28,28,8,3,15,13,2023,DEN
3699,9,10,10,2022-11-07,@,SAS,W,115,109,47,88,.534,8,24,.333,13,20,.650,8,40,33,14,7,20,14,43,82,.524,12,33,.364,11,18,.611,10,38,31,14,5,24,17,2023,DEN
3700,10,11,11,2022-11-09,@,IND,W,122,119,43,88,.489,12,28,.429,24,26,.923,11,47,27,10,7,20,15,45,96,.469,14,42,.333,15,19,.789,11,44,28,9,5,18,23,2023,DEN
3701,11,12,12,2022-11-11,@,BOS,L,112,131,42,92,.457,12,29,.414,16,20,.800,11,38,26,3,1,5,16,50,90,.556,16,37,.432,15,20,.750,10,46,30,3,5,7,19,2023,DEN
3702,12,13,13,2022-11-13,@,CHI,W,126,103,48,80,.600,13,27,.481,17,21,.810,5,36,33,11,3,16,17,40,81,.494,6,22,.273,17,21,.810,8,36,24,9,4,18,19,2023,DEN
3703,13,14,14,2022-11-16,,NYK,L,103,106,36,82,.439,14,38,.368,17,20,.850,8,42,18,3,5,15,25,37,84,.440,8,34,.235,24,31,.774,6,40,24,12,5,7,18,2023,DEN
3704,14,15,15,2022-11-18,@,DAL,L,99,127,38,90,.422,10,30,.333,13,18,.722,13,36,24,4,1,11,20,46,77,.597,13,32,.406,22,28,.786,6,44,29,5,3,10,19,2023,DEN
3705,15,16,16,2022-11-20,@,DAL,W,98,97,37,78,.474,9,27,.333,15,19,.789,4,44,22,10,5,15,20,35,78,.449,15,42,.357,12,21,.571,6,36,24,5,3,12,18,2023,DEN
3706,16,17,17,2022-11-22,,DET,L,108,110,43,86,.500,5,19,.263,17,26,.654,15,42,28,7,8,17,21,45,88,.511,8,28,.286,12,14,.857,12,40,27,7,5,16,24,2023,DEN
3707,17,18,18,2022-11-23,@,OKC,W,131,126,42,88,.477,14,38,.368,33,41,.805,17,55,31,4,8,17,24,42,97,.433,18,40,.450,24,28,.857,12,39,26,6,7,9,27,2023,DEN
3708,18,19,19,2022-11-25,@,LAC,W,114,104,44,89,.494,10,30,.333,16,23,.696,10,37,27,9,5,6,24,37,68,.544,11,22,.500,19,34,.559,4,33,22,1,5,14,20,2023,DEN
3709,19,20,20,2022-11-28,,HOU,W,129,113,50,88,.568,12,30,.400,17,20,.850,13,43,31,8,4,14,22,39,85,.459,16,44,.364,19,25,.760,12,37,25,4,2,17,20,2023,DEN
3712,22,21,21,2022-11-30,,HOU,W,120,100,44,83,.530,17,32,.531,15,20,.750,8,42,30,6,8,11,21,37,88,.420,12,41,.293,14,18,.778,10,39,18,5,6,14,20,2023,DEN
3713,23,22,22,2022-12-02,@,ATL,L,109,117,45,85,.529,12,32,.375,7,13,.538,9,33,31,8,0,15,12,49,88,.557,10,28,.357,9,14,.643,12,43,24,7,3,12,14,2023,DEN
3714,24,23,23,2022-12-04,@,NOP,L,106,121,41,81,.506,8,31,.258,16,24,.667,9,43,24,5,5,19,22,41,81,.506,11,26,.423,28,36,.778,6,36,29,10,5,10,22,2023,DEN
3715,25,24,24,2022-12-06,,DAL,L,115,116,40,78,.513,13,32,.406,22,28,.786,8,36,30,8,4,17,28,36,72,.500,17,36,.472,27,31,.871,4,35,27,10,4,15,32,2023,DEN
3716,26,25,25,2022-12-08,@,POR,W,121,120,47,91,.516,12,30,.400,15,22,.682,16,48,28,6,5,16,16,44,91,.484,16,40,.400,16,16,1.000,13,38,30,10,3,12,20,2023,DEN
3717,27,26,26,2022-12-10,,UTA,W,115,110,47,86,.547,8,26,.308,13,16,.813,6,39,28,5,8,8,17,39,85,.459,15,41,.366,17,21,.810,10,42,20,5,6,13,20,2023,DEN
3718,28,27,27,2022-12-14,,WAS,W,141,128,54,83,.651,4,16,.250,29,35,.829,7,45,31,8,7,18,17,48,91,.527,19,39,.487,13,23,.565,4,24,40,10,5,13,28,2023,DEN
3719,29,28,28,2022-12-16,@,LAL,L,108,126,39,81,.481,9,27,.333,21,28,.750,9,39,25,7,4,19,17,48,91,.527,12,33,.364,18,24,.750,11,45,29,11,4,14,21,2023,DEN
3720,30,29,29,2022-12-18,,CHO,W,119,115,43,94,.457,11,33,.333,22,34,.647,15,55,33,6,3,14,17,41,96,.427,12,38,.316,21,23,.913,12,48,26,7,7,11,26,2023,DEN
3721,31,30,30,2022-12-20,,MEM,W,105,91,40,89,.449,10,27,.370,15,25,.600,13,48,28,9,5,17,19,36,81,.444,5,26,.192,14,21,.667,7,42,25,11,7,16,21,2023,DEN
3722,32,31,31,2022-12-23,,POR,W,120,107,47,81,.580,10,21,.476,16,26,.615,4,38,31,9,2,10,19,39,87,.448,9,35,.257,20,26,.769,13,43,24,5,3,13,21,2023,DEN
3723,33,32,32,2022-12-25,,PHO,W,128,125,45,94,.479,13,36,.361,25,34,.735,12,48,29,8,4,12,23,45,94,.479,17,35,.486,18,26,.692,12,46,32,7,9,13,30,2023,DEN
3724,34,33,33,2022-12-27,@,SAC,W,113,106,41,86,.477,13,37,.351,18,21,.857,10,40,34,12,3,13,18,40,82,.488,10,35,.286,16,19,.842,8,39,20,8,2,16,18,2023,DEN
3725,35,34,34,2022-12-28,@,SAC,L,126,127,49,85,.576,12,27,.444,16,18,.889,7,34,31,6,8,16,24,47,89,.528,14,31,.452,19,25,.760,11,34,32,10,6,12,17,2023,DEN
3726,36,35,35,2022-12-30,,MIA,W,124,119,45,76,.592,17,28,.607,17,22,.773,5,36,34,6,1,20,19,39,87,.448,14,35,.400,27,30,.900,11,36,21,13,4,14,19,2023,DEN
3727,37,36,36,2023-01-01,,BOS,W,123,111,45,79,.570,17,30,.567,16,18,.889,1,35,31,5,4,14,17,40,87,.460,9,33,.273,22,27,.815,10,41,30,8,3,13,15,2023,DEN
3728,38,37,37,2023-01-02,@,MIN,L,111,124,42,91,.462,11,29,.379,16,20,.800,18,45,27,8,1,14,21,45,87,.517,13,36,.361,21,27,.778,11,41,29,7,4,11,22,2023,DEN
3729,39,38,38,2023-01-05,,LAC,W,122,91,45,89,.506,14,36,.389,18,21,.857,10,57,28,6,5,11,16,34,91,.374,5,37,.135,18,25,.720,8,41,24,7,3,7,14,2023,DEN
3730,40,39,39,2023-01-06,,CLE,W,121,108,43,81,.531,17,35,.486,18,23,.783,13,49,28,5,4,12,23,40,88,.455,10,26,.385,18,32,.563,18,40,30,7,5,6,18,2023,DEN
3731,41,40,40,2023-01-09,,LAL,W,122,109,46,99,.465,15,42,.357,15,17,.882,14,55,29,7,11,17,19,41,93,.441,8,28,.286,19,25,.760,11,44,20,12,2,13,14,2023,DEN
3734,44,41,41,2023-01-11,,PHO,W,126,97,48,85,.565,15,34,.441,15,21,.714,7,38,30,9,4,10,20,39,90,.433,9,32,.281,10,14,.714,15,44,28,4,2,16,17,2023,DEN
3735,45,42,42,2023-01-13,@,LAC,W,115,103,41,82,.500,14,33,.424,19,25,.760,10,43,24,7,4,10,11,41,87,.471,10,29,.345,11,14,.786,11,43,20,6,3,12,18,2023,DEN
3736,46,43,43,2023-01-15,,ORL,W,119,116,48,89,.539,13,39,.333,10,19,.526,12,41,32,10,5,15,22,41,84,.488,7,29,.241,27,34,.794,10,39,24,7,2,13,17,2023,DEN
3737,47,44,44,2023-01-17,,POR,W,122,113,44,88,.500,11,32,.344,23,28,.821,11,42,32,8,6,11,15,38,83,.458,13,40,.325,24,25,.960,5,35,21,3,4,13,24,2023,DEN
3738,48,45,45,2023-01-18,,MIN,W,122,118,45,85,.529,8,21,.381,24,32,.750,8,34,27,10,2,14,19,42,81,.519,12,32,.375,22,28,.786,12,36,26,6,10,17,27,2023,DEN
3739,49,46,46,2023-01-20,,IND,W,134,111,51,83,.614,14,28,.500,18,26,.692,12,38,38,16,4,16,28,37,84,.440,8,32,.250,29,37,.784,16,39,23,7,2,21,18,2023,DEN
3740,50,47,47,2023-01-22,,OKC,L,99,101,36,82,.439,10,28,.357,17,33,.515,10,42,22,7,5,9,16,40,89,.449,7,26,.269,14,16,.875,14,50,21,4,5,8,24,2023,DEN
3741,51,48,48,2023-01-24,@,NOP,W,99,98,39,80,.488,11,33,.333,10,13,.769,7,34,27,8,5,12,20,38,85,.447,5,26,.192,17,20,.850,14,43,18,5,3,14,14,2023,DEN
3742,52,49,49,2023-01-25,@,MIL,L,99,107,38,97,.392,11,34,.324,12,16,.750,15,51,21,9,5,19,21,37,78,.474,13,30,.433,20,28,.714,7,49,16,11,7,22,15,2023,DEN
3743,53,50,50,2023-01-28,@,PHI,L,119,126,44,81,.543,14,34,.412,17,20,.850,6,36,28,6,6,14,14,46,89,.517,18,35,.514,16,24,.667,12,39,31,10,2,11,15,2023,DEN
3744,54,51,51,2023-01-31,,NOP,W,122,113,43,87,.494,16,36,.444,20,24,.833,10,44,33,7,3,18,21,42,85,.494,8,27,.296,21,25,.840,8,36,28,13,2,15,24,2023,DEN
3745,55,52,52,2023-02-02,,GSW,W,134,117,51,90,.567,16,35,.457,16,21,.762,7,38,35,10,2,11,19,43,85,.506,19,38,.500,12,19,.632,10,42,25,4,4,17,23,2023,DEN
3746,56,53,53,2023-02-04,,ATL,W,128,108,48,95,.505,15,38,.395,17,20,.850,12,48,32,14,6,12,15,44,91,.484,6,20,.300,14,17,.824,10,43,26,7,7,15,18,2023,DEN
3747,57,54,54,2023-02-05,@,MIN,L,98,128,34,71,.479,6,25,.240,24,31,.774,3,37,19,6,5,21,23,48,87,.552,10,27,.370,22,30,.733,5,34,33,7,3,11,23,2023,DEN
3748,58,55,55,2023-02-07,,MIN,W,146,112,58,93,.624,13,27,.481,17,22,.773,6,44,44,12,5,10,21,40,85,.471,10,35,.286,22,26,.846,8,36,24,6,7,17,16,2023,DEN
3749,59,56,56,2023-02-09,@,ORL,L,104,115,39,84,.464,10,33,.303,16,24,.667,7,39,24,6,5,16,15,47,97,.485,9,27,.333,12,19,.632,15,47,24,12,6,10,16,2023,DEN
3750,60,57,57,2023-02-11,@,CHO,W,119,105,50,99,.505,5,23,.217,14,17,.824,14,51,35,7,5,14,20,40,85,.471,8,32,.250,17,29,.586,5,37,25,11,8,14,18,2023,DEN
3751,61,58,58,2023-02-13,@,MIA,W,112,108,44,76,.579,11,28,.393,13,15,.867,6,39,34,3,4,13,18,39,89,.438,12,35,.343,18,20,.900,9,34,25,9,4,8,14,2023,DEN
3752,62,59,59,2023-02-15,,DAL,W,118,109,48,84,.571,11,31,.355,11,15,.733,6,43,34,7,5,13,14,39,84,.464,14,39,.359,17,20,.850,6,31,25,8,3,12,13,2023,DEN
3753,63,60,60,2023-02-23,@,CLE,W,115,109,39,84,.464,17,36,.472,20,23,.870,18,47,30,7,4,16,20,43,90,.478,6,26,.231,17,20,.850,13,41,24,10,2,10,21,2023,DEN
3756,66,61,61,2023-02-25,@,MEM,L,94,112,36,89,.404,11,37,.297,11,14,.786,11,48,22,4,4,15,13,45,95,.474,15,44,.341,7,8,.875,11,50,25,10,3,12,13,2023,DEN
3757,67,62,62,2023-02-26,,LAC,W,134,124,49,96,.510,13,39,.333,23,31,.742,11,50,35,10,3,14,23,44,90,.489,11,34,.324,25,30,.833,6,38,24,11,5,12,25,2023,DEN
3758,68,63,63,2023-02-28,@,HOU,W,133,112,53,92,.576,16,37,.432,11,16,.688,11,43,40,8,5,11,10,48,97,.495,9,31,.290,7,10,.700,10,40,33,5,6,13,16,2023,DEN
3759,69,64,64,2023-03-03,,MEM,W,113,97,40,87,.460,8,31,.258,25,31,.806,13,53,28,6,5,8,21,31,84,.369,11,32,.344,24,31,.774,10,40,24,6,6,10,24,2023,DEN
3760,70,65,65,2023-03-06,,TOR,W,118,113,43,86,.500,13,33,.394,19,23,.826,12,41,30,9,2,13,12,43,86,.500,10,27,.370,17,20,.850,11,41,29,6,4,15,20,2023,DEN
3761,71,66,66,2023-03-08,,CHI,L,96,117,37,88,.420,15,40,.375,7,15,.467,11,44,26,5,2,11,16,46,89,.517,8,24,.333,17,18,.944,9,50,26,9,2,8,16,2023,DEN
3762,72,67,67,2023-03-10,@,SAS,L,120,128,44,90,.489,13,35,.371,19,20,.950,8,33,32,14,4,14,14,51,94,.543,13,33,.394,13,17,.765,13,50,31,10,0,18,20,2023,DEN
3763,73,68,68,2023-03-12,,BRK,L,120,122,45,90,.500,12,31,.387,18,24,.750,15,49,27,4,8,15,19,42,84,.500,17,44,.386,21,24,.875,4,28,32,11,2,8,21,2023,DEN
3764,74,69,69,2023-03-14,@,TOR,L,110,125,42,76,.553,6,25,.240,20,25,.800,4,32,29,9,4,14,17,49,93,.527,12,30,.400,15,17,.882,14,44,25,10,2,11,18,2023,DEN
3765,75,70,70,2023-03-16,@,DET,W,119,100,47,89,.528,8,24,.333,17,25,.680,13,47,29,9,7,9,15,39,85,.459,12,27,.444,10,18,.556,13,37,24,8,3,17,20,2023,DEN
3766,76,71,71,2023-03-18,@,NYK,L,110,116,43,84,.512,12,33,.364,12,15,.800,6,33,30,3,2,13,21,41,83,.494,9,32,.281,25,28,.893,15,43,23,9,4,12,16,2023,DEN
3767,77,72,72,2023-03-19,@,BRK,W,108,102,42,80,.525,12,23,.522,12,13,.923,6,40,31,5,3,16,17,38,82,.463,12,35,.343,14,16,.875,9,33,26,10,3,11,16,2023,DEN
3768,78,73,73,2023-03-22,@,WAS,W,118,104,42,83,.506,15,32,.469,19,21,.905,11,41,28,7,2,10,18,44,87,.506,4,26,.154,12,16,.750,10,37,20,4,4,7,15,2023,DEN
3769,79,74,74,2023-03-25,,MIL,W,129,106,47,89,.528,15,36,.417,20,28,.714,7,48,28,4,3,10,18,39,88,.443,9,36,.250,19,21,.905,4,40,26,7,2,10,19,2023,DEN
3770,80,75,75,2023-03-27,,PHI,W,116,111,43,85,.506,11,32,.344,19,22,.864,10,42,34,8,4,12,16,43,89,.483,8,30,.267,17,22,.773,11,40,18,10,3,11,20,2023,DEN
3771,81,76,76,2023-03-30,,NOP,L,88,107,32,80,.400,4,28,.143,20,32,.625,11,40,21,4,5,9,21,38,80,.475,13,27,.481,18,22,.818,8,46,22,6,1,10,24,2023,DEN
3772,82,77,77,2023-03-31,@,PHO,L,93,100,38,95,.400,6,26,.231,11,20,.550,15,51,19,11,5,11,16,37,88,.420,10,27,.370,16,21,.762,13,51,28,8,7,16,16,2023,DEN
3773,83,78,78,2023-04-02,,GSW,W,112,110,44,100,.440,9,33,.273,15,18,.833,17,47,24,11,7,11,17,42,105,.400,9,42,.214,17,17,1.000,22,57,26,9,4,15,22,2023,DEN
3774,84,79,79,2023-04-04,@,HOU,L,103,124,41,87,.471,11,36,.306,10,18,.556,13,47,26,9,13,20,18,47,102,.461,12,31,.387,18,24,.750,20,55,23,12,3,13,16,2023,DEN
3775,85,80,80,2023-04-06,@,PHO,L,115,119,44,83,.530,8,23,.348,19,23,.826,9,38,24,7,2,12,19,41,79,.519,17,36,.472,20,25,.800,7,33,26,4,6,10,16,2023,DEN
3778,88,81,81,2023-04-08,@,UTA,L,114,118,41,90,.456,15,46,.326,17,24,.708,5,41,32,7,9,14,20,44,100,.440,11,35,.314,19,23,.826,17,59,30,9,2,16,18,2023,DEN
3779,89,82,82,2023-04-09,,SAC,W,109,95,42,84,.500,7,28,.250,18,25,.720,15,51,25,11,2,16,15,37,85,.435,11,43,.256,10,15,.667,10,34,24,7,6,15,18,2023,DEN
3780,0,1,1,2022-10-19,,OKC,W,115,108,39,94,.415,10,38,.263,27,33,.818,14,55,25,6,5,14,21,38,99,.384,14,45,.311,18,22,.818,16,57,22,6,6,13,26,2023,MIN
3781,1,2,2,2022-10-21,,UTA,L,126,132,49,107,.458,11,33,.333,17,23,.739,21,60,20,5,7,20,22,49,111,.441,20,50,.400,14,21,.667,19,54,39,11,8,13,23,2023,MIN
3782,2,3,3,2022-10-23,@,OKC,W,116,106,46,88,.523,10,34,.294,14,22,.636,12,54,24,9,3,15,17,41,94,.436,9,41,.220,15,21,.714,11,42,24,7,4,11,15,2023,MIN
3783,3,4,4,2022-10-24,,SAS,L,106,115,38,86,.442,8,31,.258,22,24,.917,10,50,24,7,5,16,18,48,105,.457,12,37,.324,7,13,.538,14,50,37,11,0,13,21,2023,MIN
3784,4,5,5,2022-10-26,,SAS,W,134,122,52,80,.650,20,34,.588,10,16,.625,0,30,37,9,6,16,19,43,95,.453,16,36,.444,20,22,.909,14,41,34,6,2,16,18,2023,MIN
3785,5,6,6,2022-10-28,,LAL,W,111,102,41,99,.414,13,40,.325,16,24,.667,14,49,27,13,8,10,21,37,89,.416,9,29,.310,19,27,.704,12,55,20,8,5,22,21,2023,MIN
3786,6,7,7,2022-10-30,@,SAS,L,98,107,40,99,.404,4,29,.138,14,20,.700,16,45,21,11,7,11,23,36,86,.419,16,40,.400,19,25,.760,14,52,27,6,7,19,21,2023,MIN
3787,7,8,8,2022-11-01,@,PHO,L,107,116,37,87,.425,13,34,.382,20,24,.833,10,42,24,5,4,16,24,41,89,.461,17,43,.395,17,22,.773,7,34,31,9,8,9,20,2023,MIN
3788,8,9,9,2022-11-04,,MIL,L,102,115,39,92,.424,11,41,.268,13,17,.765,10,47,22,2,4,16,25,41,85,.482,17,38,.447,16,28,.571,7,51,29,7,2,13,22,2023,MIN
3789,9,10,10,2022-11-05,,HOU,W,129,117,49,80,.613,15,33,.455,16,20,.800,9,36,38,11,5,24,27,40,84,.476,16,38,.421,21,31,.677,12,33,27,10,0,22,18,2023,MIN
3790,10,11,11,2022-11-07,,NYK,L,107,120,38,81,.469,11,41,.268,20,24,.833,4,39,28,7,8,17,18,39,89,.438,19,48,.396,23,25,.920,9,43,26,13,2,16,23,2023,MIN
3791,11,12,12,2022-11-09,,PHO,L,117,129,41,78,.526,9,27,.333,26,32,.813,8,38,26,4,6,19,22,47,97,.485,16,35,.457,19,20,.950,10,36,31,10,3,11,21,2023,MIN
3792,12,13,13,2022-11-11,@,MEM,L,103,114,37,79,.468,10,30,.333,19,22,.864,7,33,29,10,4,14,25,44,88,.500,7,33,.212,19,27,.704,15,46,25,8,3,13,19,2023,MIN
3793,13,14,14,2022-11-13,@,CLE,W,129,124,46,82,.561,12,24,.500,25,34,.735,11,47,30,5,4,13,30,40,89,.449,17,34,.500,27,39,.692,16,40,22,6,1,10,22,2023,MIN
3794,14,15,15,2022-11-16,@,ORL,W,126,108,46,88,.523,12,36,.333,22,28,.786,8,40,28,15,6,10,15,42,93,.452,9,35,.257,15,17,.882,12,47,21,6,5,16,26,2023,MIN
3795,15,16,16,2022-11-19,@,PHI,W,112,109,40,85,.471,12,36,.333,20,24,.833,8,43,28,9,2,17,25,34,71,.479,14,32,.438,27,32,.844,4,39,21,10,1,22,24,2023,MIN
